,LEMMA_CHILD_1,LEMMA_CHILD_2,LEMMA_CHILD_3,LEMMA_GRAND_PARENT,LEMMA_PARENT
24901,,,,aproveitar,jogador
24902,seu,bom,,tentar,aproveitar
24903,,,,,tentar
24904,,,,,haver
24905,ainda,muito,o,,
24906,,,,,haver
24907,fazer,,,,haver
24908,,,,o,fazer
24909,que,,,haver,o
24910,desgravar,,,,haver
24911,completamente,exportação,,haver,para
24912,,,,para,desgravar
24913,,,,desgravar,exportação
24914,o,de,,para,desgravar
24915,imposto,,,desgravar,exportação
24916,indireto,-,permitir,exportação,de
24917,,,,de,imposto
24918,,,,de,imposto
24919,,,,imposto,permitir
24920,conforme,regra,e,de,imposto
24921,,,,permitir,regra
24922,o,de,,imposto,permitir
24923,Gatt,,,permitir,regra
24924,,,,de,Gatt
24925,o,,,regra,de
24926,,,,imposto,permitir
24927,realidade,,,imposto,permitir
24928,,,,impor,realidade
24929,o,de,,permitir,impor
24930,ambiente,,,impor,realidade
24931,,,,de,ambiente
24932,um,internacional,competitivo,realidade,de
24933,,,,de,ambiente
24934,,,,de,ambiente
24935,,,,,haver
24936,,,,,haver
24937,ainda,muito,o,,
24938,,,,,haver
24939,fazer,,,,haver
24940,,,,o,fazer
24941,que,,,haver,o
24942,desgravar,,,,haver
24943,completamente,exportação,,haver,para
24944,,,,para,desgravar
24945,,,,desgravar,exportação
24946,o,de,,para,desgravar
24947,imposto,,,desgravar,exportação
24948,indireto,-,permitir,exportação,de
24949,,,,de,imposto
24950,,,,de,imposto
24951,,,,imposto,permitir
24952,conforme,regra,e,de,imposto
24953,,,,permitir,regra
24954,o,de,,imposto,permitir
24955,Gatt,,,permitir,regra
24956,,,,de,Gatt
24957,o,,,regra,de
24958,,,,imposto,permitir
24959,realidade,,,imposto,permitir
24960,,,,impor,realidade
24961,o,de,,permitir,impor
24962,ambiente,,,impor,realidade
24963,,,,de,ambiente
24964,um,internacional,competitivo,realidade,de
24965,,,,de,ambiente
24966,,,,de,ambiente
24967,,,,,haver
24968,de,,,,enfrentar
24969,reforma,,,enfrentar,antes
24970,,,,de,reforma
24971,,,,de,reforma
24972,o,urgente,constitucional,antes,de
24973,,,,de,reforma
24974,,,,,enfrentar
24975,,,,enfrentar,extensão
24976,o,de,,,enfrentar
24977,desoneração,,,enfrentar,extensão
24978,,,,de,desoneração
24979,o,tributário,de,extensão,de
24980,,,,de,desoneração
24981,exportação,,,de,desoneração
24982,,,,de,exportação
24983,o,para,,desoneração,de
24984,etapa,,,de,exportação
24985,,,,para,etapa
24986,,,,para,etapa
24987,todo,o,de,exportação,para
24988,cadeia,,,para,etapa
24989,,,,de,cadeia
24990,o,produtivo,,etapa,de
24991,,,,de,cadeia
24992,antes,-,extensão,,
24993,operacional,insuperável,,,enfrentar
24994,,,,enfrentar,dificuldade
24995,,,,enfrentar,dificuldade
24996,âmbito,,,,enfrentar
24997,,,,em,âmbito
24998,o,federal,,enfrentar,em
24999,,,,em,âmbito
25000,,,,,enfrentar
25001,inviável,estimar,-,,
25002,,,,,ser
25003,-,por_exemplo,-,,ser
25004,,,,ser,estimar
25005,,,,ser,estimar
25006,,,,ser,estimar
25007,acuidade,,,ser,estimar
25008,,,,com,acuidade
25009,o,necessário,para,estimar,com
25010,,,,com,acuidade
25011,concessão,,,com,acuidade
25012,,,,para,concessão
25013,o,de,,acuidade,para
25014,crédito,,,para,concessão
25015,fiscal,,,concessão,de
25016,,,,de,crédito
25017,,,,ser,estimar
25018,incidência,em,,ser,estimar
25019,,,,qual,incidência
25020,o,efetivo,de,estimar,qual
25021,,,,qual,incidência
25022,PIS,,,qual,incidência
25023,e,Cofins,,incidência,de
25024,,,,de,PIS
25025,,,,de,PIS
25026,etapa,,,estimar,qual
25027,,,,em,etapa
25028,cada,de,,qual,em
25029,processo,,,em,etapa
25030,,,,de,processo
25031,o,produtivo,anterior,etapa,de
25032,,,,de,processo
25033,a,,,de,processo
25034,produção,,,processo,anterior
25035,,,,a,produção
25036,o,de,,anterior,a
25037,insumo,,,a,produção
25038,,,,de,insumo
25039,o,usar,,produção,de
25040,diretamente,em,,de,insumo
25041,,,,insumo,usar
25042,produção,,,insumo,usar
25043,,,,em,produção
25044,o,para,,usar,em
25045,exportação,,,em,produção
25046,,,,produção,para
25047,,,,,ser
25048,,,,,pertencer
25049,Reginaldo_Duarte,a,-,,
25050,família,,,,pertencer
25051,,,,a,família
25052,um,de,,pertencer,a
25053,político,,,a,família
25054,de,,,família,de
25055,Juazeiro_do_Norte,,,de,político
25056,-,CE,-,político,de
25057,,,,de,Juazeiro_do_Norte
25058,,,,de,Juazeiro_do_Norte
25059,,,,de,Juazeiro_do_Norte
25060,,,,,pertencer
25061,,,,,pertencer
25062,,,,haver,disputar
25063,disputar,,,,pertencer
25064,nunca,eleição,,pertencer,haver
25065,,,,haver,disputar
25066,,,,,pertencer
25067,,,,,pertencer
25068,Reginaldo_Duarte,a,-,,
25069,família,,,,pertencer
25070,,,,a,família
25071,um,de,,pertencer,a
25072,político,,,a,família
25073,de,,,família,de
25074,Juazeiro_do_Norte,,,de,político
25075,-,CE,-,político,de
25076,,,,de,Juazeiro_do_Norte
25077,,,,de,Juazeiro_do_Norte
25078,,,,de,Juazeiro_do_Norte
25079,,,,,pertencer
25080,,,,,pertencer
25081,,,,haver,disputar
25082,disputar,,,,pertencer
25083,nunca,eleição,,pertencer,haver
25084,,,,haver,disputar
25085,,,,,pertencer
25086,,,,,fugir
25087,,,,,fugir
25088,-,sempre,de,,
25089,raia,,,,fugir
25090,,,,de,raia
25091,o,,,fugir,de
25092,,,,,fugir
25093,ter,,,,explicar
25094,,,,achar,ter
25095,,,,achar,ter
25096,que,não,vocação,explicar,achar
25097,político,,,achar,ter
25098,,,,ter,vocação
25099,,,,,explicar
25100,,,,,explicar
25101,achar,-,-,,
25102,,,,,explicar
25103,ter,,,,explicar
25104,,,,achar,ter
25105,,,,achar,ter
25106,que,não,vocação,explicar,achar
25107,político,,,achar,ter
25108,,,,ter,vocação
25109,,,,,explicar
25110,,,,,explicar
25111,achar,-,-,,
25112,,,,,explicar
25113,ter,,,,explicar
25114,,,,achar,ter
25115,,,,achar,ter
25116,que,não,vocação,explicar,achar
25117,político,,,achar,ter
25118,,,,ter,vocação
25119,,,,,explicar
25120,,,,,explicar
25121,achar,-,-,,
25122,,,,,explicar
25123,90,,,poder,fugir
25124,,,,fugir,em
25125,,,,,poder
25126,,,,poder,fugir
25127,ele,fugir,-,,
25128,em,não,,,poder
25129,,,,,poder
25130,,,,,querer
25131,,,,querer,Tasso_Jereissati
25132,o,,,,querer
25133,-,Tasso_Jereissati,homenagear,,
25134,região,,,,querer
25135,,,,homenagear,região
25136,,,,homenagear,região
25137,o,meu,,querer,homenagear
25138,,,,,querer
25139,nome,,,,querer
25140,,,,pedir,nome
25141,um,,,querer,pedir
25142,,,,,querer
25143,,,,,querer
25144,,,,querer,Tasso_Jereissati
25145,o,,,,querer
25146,-,Tasso_Jereissati,homenagear,,
25147,região,,,,querer
25148,,,,homenagear,região
25149,,,,homenagear,região
25150,o,meu,,querer,homenagear
25151,,,,,querer
25152,nome,,,,querer
25153,,,,pedir,nome
25154,um,,,querer,pedir
25155,,,,,querer
25156,,,,,afirmar
25157,Jônice_Tristão,acompanhar,-,,
25158,,,,afirmar,acompanhar
25159,que,vida,há,,afirmar
25160,,,,acompanhar,vida
25161,o,político,de,afirmar,acompanhar
25162,,,,acompanhar,vida
25163,Elcio_Álvares,,,acompanhar,vida
25164,,,,vida,de
25165,década,,,afirmar,acompanhar
25166,,,,há,década
25167,dois,,,acompanhar,há
25168,,,,,afirmar
25169,,,,,afirmar
25170,Jônice_Tristão,acompanhar,-,,
25171,,,,afirmar,acompanhar
25172,que,vida,há,,afirmar
25173,,,,acompanhar,vida
25174,o,político,de,afirmar,acompanhar
25175,,,,acompanhar,vida
25176,Elcio_Álvares,,,acompanhar,vida
25177,,,,vida,de
25178,década,,,afirmar,acompanhar
25179,,,,há,década
25180,dois,,,acompanhar,há
25181,,,,,afirmar
25182,,,,haver,disputar
25183,disputar,-,,,
25184,nunca,mandato,,,haver
25185,eletivo,,,haver,disputar
25186,,,,disputar,mandato
25187,,,,,haver
25188,ser,-,,,
25189,,,,achar,ser
25190,que,escolher,,,achar
25191,como,por,,achar,ser
25192,suplente,,,ser,escolher
25193,,,,escolher,como
25194,imagem,,,ser,escolher
25195,,,,por,imagem
25196,,,,por,imagem
25197,o,seu,empresarial,escolher,por
25198,,,,por,imagem
25199,em,,,por,imagem
25200,ano,,,imagem,formar
25201,,,,ano,50
25202,mais_de,,,em,ano
25203,50,,,formar,em
25204,,,,,achar
25205,ser,-,,,
25206,,,,achar,ser
25207,que,escolher,,,achar
25208,como,por,,achar,ser
25209,suplente,,,ser,escolher
25210,,,,escolher,como
25211,imagem,,,ser,escolher
25212,,,,por,imagem
25213,,,,por,imagem
25214,o,seu,empresarial,escolher,por
25215,,,,por,imagem
25216,em,,,por,imagem
25217,ano,,,imagem,formar
25218,,,,ano,50
25219,mais_de,,,em,ano
25220,50,,,formar,em
25221,,,,,achar
25222,,,,elogiar,técnico
25223,o,Sacchi,,,elogiar
25224,,,,elogiar,técnico
25225,técnico,ontem,bravura,,
25226,,,,,elogiar
25227,,,,elogiar,bravura
25228,,,,elogiar,bravura
25229,o,-,-,,elogiar
25230,,,,elogiar,bravura
25231,jogador,,,elogiar,bravura
25232,,,,de,jogador
25233,seu,,,bravura,de
25234,,,,,elogiar
25235,,,,,elogiar
25236,Baggio,,,,elogiar
25237,,,,elogiar,de
25238,,,,,elogiar
25239,,,,elogiar,com
25240,-,toque,-,,elogiar
25241,,,,com,toque
25242,seu,mágico,para,elogiar,com
25243,,,,com,toque
25244,ganhar,,,com,toque
25245,partida,,,toque,para
25246,,,,para,ganhar
25247,,,,elogiar,com
25248,,,,,elogiar
25249,,,,elogiar,técnico
25250,o,Sacchi,,,elogiar
25251,,,,elogiar,técnico
25252,técnico,ontem,bravura,,
25253,,,,,elogiar
25254,,,,elogiar,bravura
25255,,,,elogiar,bravura
25256,o,-,-,,elogiar
25257,,,,elogiar,bravura
25258,jogador,,,elogiar,bravura
25259,,,,de,jogador
25260,seu,,,bravura,de
25261,,,,,elogiar
25262,,,,,elogiar
25263,Baggio,,,,elogiar
25264,,,,elogiar,de
25265,,,,,elogiar
25266,,,,elogiar,com
25267,-,toque,-,,elogiar
25268,,,,com,toque
25269,seu,mágico,para,elogiar,com
25270,,,,com,toque
25271,ganhar,,,com,toque
25272,partida,,,toque,para
25273,,,,para,ganhar
25274,,,,elogiar,com
25275,,,,,elogiar
25276,,,,,amplificar
25277,,,,,amplificar
25278,,,,,amplificar
25279,,,,amplificar,mídia
25280,o,,,,amplificar
25281,,,,,amplificar
25282,ainda_assim,-,foi,,
25283,,,,amplificar,acusação
25284,o,,,,amplificar
25285,,,,,amplificar
25286,divulgar,,,,amplificar
25287,,,,a,divulgar
25288,o,elas,sem,amplificar,a
25289,,,,a,divulgar
25290,checagem,,,a,divulgar
25291,,,,sem,checagem
25292,um,aprofundar,,divulgar,sem
25293,,,,checagem,aprofundar
25294,mais,,,sem,checagem
25295,,,,,amplificar
25296,,,,,amplificar
25297,,,,,amplificar
25298,,,,,amplificar
25299,,,,amplificar,mídia
25300,o,,,,amplificar
25301,,,,,amplificar
25302,ainda_assim,-,foi,,
25303,,,,amplificar,acusação
25304,o,,,,amplificar
25305,,,,,amplificar
25306,divulgar,,,,amplificar
25307,,,,a,divulgar
25308,o,elas,sem,amplificar,a
25309,,,,a,divulgar
25310,checagem,,,a,divulgar
25311,,,,sem,checagem
25312,um,aprofundar,,divulgar,sem
25313,,,,checagem,aprofundar
25314,mais,,,sem,checagem
25315,,,,,amplificar
25316,,,,,chegar
25317,,,,,chegar
25318,,,,,chegar
25319,,,,,chegar
25320,,,,,chegar
25321,,,,,chegar
25322,,,,,chegar
25323,,,,,chegar
25324,,,,,chegar
25325,à_primeira_vista,-,sim,,
25326,nó,,,,chegar
25327,,,,a,nó
25328,,,,a,nó
25329,o,verdadeiro,de,chegar,a
25330,questão,,,a,nó
25331,,,,de,questão
25332,o,,,nó,de
25333,,,,,chegar
25334,parte,,,,ir
25335,,,,ir,por
25336,,,,,ir
25337,,,,ir,lista
25338,o,de,,,ir
25339,nome,,,ir,lista
25340,completo,,,lista,de
25341,,,,nome,completo
25342,mais,,,de,nome
25343,por,-,lista,,
25344,ar,,,,ir
25345,,,,a,ar
25346,o,,,ir,a
25347,Jornal_Nacional,,,,ir
25348,,,,durante,Jornal_Nacional
25349,o,-,de,ir,durante
25350,,,,durante,Jornal_Nacional
25351,Rede_Globo,,,durante,Jornal_Nacional
25352,,,,de,Rede_Globo
25353,o,,,Jornal_Nacional,de
25354,,,,durante,Jornal_Nacional
25355,20h,,,,ir
25356,,,,ir,por_volta_de
25357,,,,,ir
25358,que,,,,adiantar
25359,,,,adiantar,de
25360,de,omitir,-,,
25361,,,,omitir,jornal
25362,o,de,,adiantar,omitir
25363,dia,,,omitir,jornal
25364,,,,de,dia
25365,o,seguinte,,jornal,de
25366,,,,de,dia
25367,jornal,nome,,,adiantar
25368,,,,omitir,nome
25369,o,,,adiantar,omitir
25370,,,,,adiantar
25371,,,,adiantar,haver
25372,,,,adiantar,haver
25373,,,,ser,arrastar
25374,se,eles,ser,,adiantar
25375,arrastar,,,adiantar,haver
25376,já,a,por,haver,ser
25377,lama,,,ser,arrastar
25378,,,,a,lama
25379,o,,,arrastar,a
25380,noticiário,,,ser,arrastar
25381,,,,por,noticiário
25382,um,atingir,,arrastar,por
25383,,,,noticiário,atingir
25384,que,milhão,-,por,noticiário
25385,,,,milhão,60
25386,cerca_de,,,atingir,milhão
25387,60,de,,noticiário,atingir
25388,pessoa,,,atingir,milhão
25389,,,,milhão,de
25390,,,,noticiário,atingir
25391,,,,noticiário,atingir
25392,do_que,,,noticiário,atingir
25393,tiragem,,,atingir,mais
25394,,,,do_que,tiragem
25395,o,conjunto,de,mais,do_que
25396,,,,do_que,tiragem
25397,jornal,,,do_que,tiragem
25398,,,,de,jornal
25399,,,,de,jornal
25400,todo,o,brasileiro,tiragem,de
25401,,,,de,jornal
25402,,,,,adiantar
25403,que,,,,adiantar
25404,,,,adiantar,de
25405,de,omitir,-,,
25406,,,,omitir,jornal
25407,o,de,,adiantar,omitir
25408,dia,,,omitir,jornal
25409,,,,de,dia
25410,o,seguinte,,jornal,de
25411,,,,de,dia
25412,jornal,nome,,,adiantar
25413,,,,omitir,nome
25414,o,,,adiantar,omitir
25415,,,,,adiantar
25416,,,,adiantar,haver
25417,,,,adiantar,haver
25418,,,,ser,arrastar
25419,se,eles,ser,,adiantar
25420,arrastar,,,adiantar,haver
25421,já,a,por,haver,ser
25422,lama,,,ser,arrastar
25423,,,,a,lama
25424,o,,,arrastar,a
25425,noticiário,,,ser,arrastar
25426,,,,por,noticiário
25427,um,atingir,,arrastar,por
25428,,,,noticiário,atingir
25429,que,milhão,-,por,noticiário
25430,,,,milhão,60
25431,cerca_de,,,atingir,milhão
25432,60,de,,noticiário,atingir
25433,pessoa,,,atingir,milhão
25434,,,,milhão,de
25435,,,,noticiário,atingir
25436,,,,noticiário,atingir
25437,do_que,,,noticiário,atingir
25438,tiragem,,,atingir,mais
25439,,,,do_que,tiragem
25440,o,conjunto,de,mais,do_que
25441,,,,do_que,tiragem
25442,jornal,,,do_que,tiragem
25443,,,,de,jornal
25444,,,,de,jornal
25445,todo,o,brasileiro,tiragem,de
25446,,,,de,jornal
25447,,,,,adiantar
25448,que,,,,adiantar
25449,,,,adiantar,de
25450,de,omitir,-,,
25451,,,,omitir,jornal
25452,o,de,,adiantar,omitir
25453,dia,,,omitir,jornal
25454,,,,de,dia
25455,o,seguinte,,jornal,de
25456,,,,de,dia
25457,jornal,nome,,,adiantar
25458,,,,omitir,nome
25459,o,,,adiantar,omitir
25460,,,,,adiantar
25461,,,,adiantar,haver
25462,,,,adiantar,haver
25463,,,,ser,arrastar
25464,se,eles,ser,,adiantar
25465,arrastar,,,adiantar,haver
25466,já,a,por,haver,ser
25467,lama,,,ser,arrastar
25468,,,,a,lama
25469,o,,,arrastar,a
25470,noticiário,,,ser,arrastar
25471,,,,por,noticiário
25472,um,atingir,,arrastar,por
25473,,,,noticiário,atingir
25474,que,milhão,-,por,noticiário
25475,,,,milhão,60
25476,cerca_de,,,atingir,milhão
25477,60,de,,noticiário,atingir
25478,pessoa,,,atingir,milhão
25479,,,,milhão,de
25480,,,,noticiário,atingir
25481,,,,noticiário,atingir
25482,do_que,,,noticiário,atingir
25483,tiragem,,,atingir,mais
25484,,,,do_que,tiragem
25485,o,conjunto,de,mais,do_que
25486,,,,do_que,tiragem
25487,jornal,,,do_que,tiragem
25488,,,,de,jornal
25489,,,,de,jornal
25490,todo,o,brasileiro,tiragem,de
25491,,,,de,jornal
25492,,,,,adiantar
25493,que,,,,adiantar
25494,,,,adiantar,de
25495,de,omitir,-,,
25496,,,,omitir,jornal
25497,o,de,,adiantar,omitir
25498,dia,,,omitir,jornal
25499,,,,de,dia
25500,o,seguinte,,jornal,de
25501,,,,de,dia
25502,jornal,nome,,,adiantar
25503,,,,omitir,nome
25504,o,,,adiantar,omitir
25505,,,,,adiantar
25506,,,,adiantar,haver
25507,,,,adiantar,haver
25508,,,,ser,arrastar
25509,se,eles,ser,,adiantar
25510,arrastar,,,adiantar,haver
25511,já,a,por,haver,ser
25512,lama,,,ser,arrastar
25513,,,,a,lama
25514,o,,,arrastar,a
25515,noticiário,,,ser,arrastar
25516,,,,por,noticiário
25517,um,atingir,,arrastar,por
25518,,,,noticiário,atingir
25519,que,milhão,-,por,noticiário
25520,,,,milhão,60
25521,cerca_de,,,atingir,milhão
25522,60,de,,noticiário,atingir
25523,pessoa,,,atingir,milhão
25524,,,,milhão,de
25525,,,,noticiário,atingir
25526,,,,noticiário,atingir
25527,do_que,,,noticiário,atingir
25528,tiragem,,,atingir,mais
25529,,,,do_que,tiragem
25530,o,conjunto,de,mais,do_que
25531,,,,do_que,tiragem
25532,jornal,,,do_que,tiragem
25533,,,,de,jornal
25534,,,,de,jornal
25535,todo,o,brasileiro,tiragem,de
25536,,,,de,jornal
25537,,,,,adiantar
25538,,,,querer,treinador
25539,o,Levir_Culpi,,,querer
25540,,,,querer,treinador
25541,,,,,querer
25542,treinador,não,adiantar,,
25543,substituto,,,,querer
25544,,,,adiantar,substituto
25545,o,de,,querer,adiantar
25546,Éder_Aleixo,,,adiantar,substituto
25547,,,,substituto,de
25548,,,,,querer
25549,ele,,,,representar
25550,,,,representar,segundo
25551,,,,,representar
25552,,,,representar,saída
25553,o,de,,,representar
25554,meia-ponta,,,representar,saída
25555,,,,de,meia-ponta
25556,o,,,saída,de
25557,segundo,-,saída,,
25558,,,,representar,perda
25559,,,,representar,perda
25560,um,-,importante,,representar
25561,,,,representar,perda
25562,,,,representar,perda
25563,time,,,,representar
25564,,,,para,time
25565,o,,,representar,para
25566,,,,,representar
25567,,,,dizer,ir
25568,-,achar,-,,dizer
25569,calma,,,ir,achar
25570,,,,achar,com
25571,com,substituto,,dizer,ir
25572,,,,achar,substituto
25573,o,de,,ir,achar
25574,Éder,,,achar,substituto
25575,,,,de,Éder
25576,o,,,substituto,de
25577,,,,dizer,ir
25578,,,,,dizer
25579,ir,-,-,,
25580,,,,,dizer
25581,,,,dizer,ir
25582,-,achar,-,,dizer
25583,calma,,,ir,achar
25584,,,,achar,com
25585,com,substituto,,dizer,ir
25586,,,,achar,substituto
25587,o,de,,ir,achar
25588,Éder,,,achar,substituto
25589,,,,de,Éder
25590,o,,,substituto,de
25591,,,,dizer,ir
25592,,,,,dizer
25593,ir,-,-,,
25594,,,,,dizer
25595,,,,,achar
25596,,,,,achar
25597,,,,,achar
25598,,,,,achar
25599,Culpi,-,no_entanto,,
25600,,,,achar,poder
25601,,,,poder,time
25602,o,,,achar,poder
25603,que,time,suportar,,achar
25604,o,e,confirmar,achar,poder
25605,,,,poder,suportar
25606,,,,poder,suportar
25607,,,,suportar,confirmar
25608,-,vantagem,-,poder,suportar
25609,,,,confirmar,vantagem
25610,o,,,suportar,confirmar
25611,,,,suportar,confirmar
25612,São_Paulo,,,suportar,confirmar
25613,,,,confirmar,em
25614,,,,,achar
25615,,,,poder,time
25616,o,,,,poder
25617,time,empatar,-,,
25618,partida,para,,,poder
25619,,,,empatar,partida
25620,,,,empatar,partida
25621,o,segundo,,poder,empatar
25622,classificar,,,poder,empatar
25623,,,,para,classificar
25624,se,,,empatar,para
25625,,,,,poder
25626,,,,dizer,assessor
25627,o,de,-,,dizer
25628,comunicação,,,dizer,assessor
25629,de,,,assessor,de
25630,Reduc,,,de,comunicação
25631,,,,de,Reduc
25632,o,,,comunicação,de
25633,,,,dizer,assessor
25634,,,,dizer,assessor
25635,,,,dizer,assessor
25636,assessor,estar,-,,
25637,,,,dizer,estar
25638,,,,estar,grevista
25639,o,,,dizer,estar
25640,que,grevista,desrespeitar,,dizer
25641,determinação,,,dizer,estar
25642,,,,desrespeitar,determinação
25643,o,de,,estar,desrespeitar
25644,TST,,,desrespeitar,determinação
25645,,,,de,TST
25646,o,,,determinação,de
25647,,,,,dizer
25648,,,,dizer,assessor
25649,o,de,-,,dizer
25650,comunicação,,,dizer,assessor
25651,de,,,assessor,de
25652,Reduc,,,de,comunicação
25653,,,,de,Reduc
25654,o,,,comunicação,de
25655,,,,dizer,assessor
25656,,,,dizer,assessor
25657,,,,dizer,assessor
25658,assessor,estar,-,,
25659,,,,dizer,estar
25660,,,,estar,grevista
25661,o,,,dizer,estar
25662,que,grevista,desrespeitar,,dizer
25663,determinação,,,dizer,estar
25664,,,,desrespeitar,determinação
25665,o,de,,estar,desrespeitar
25666,TST,,,desrespeitar,determinação
25667,,,,de,TST
25668,o,,,determinação,de
25669,,,,,dizer
25670,,,,,ser
25671,preocupar,,,,ser
25672,,,,o,preocupar
25673,,,,o,preocupar
25674,que,nós,,ser,o
25675,-,o,cumprimento,,
25676,,,,ser,cumprimento
25677,o,de,,,ser
25678,ordem,,,ser,cumprimento
25679,,,,de,ordem
25680,o,judicial,,cumprimento,de
25681,,,,de,ordem
25682,,,,,ser
25683,,,,estar,grevista
25684,o,,,,estar
25685,grevista,irredutível,-,,
25686,,,,,estar
25687,,,,,estar
25688,,,,falar,TST
25689,o,,,,falar
25690,TST,em,-,,
25691,manter,,,,falar
25692,produção,,,falar,em
25693,,,,manter,produção
25694,o,de,,em,manter
25695,combustível,,,manter,produção
25696,e,gás,,produção,de
25697,,,,de,combustível
25698,,,,de,combustível
25699,,,,,falar
25700,,,,falar,TST
25701,o,,,,falar
25702,TST,em,-,,
25703,manter,,,,falar
25704,produção,,,falar,em
25705,,,,manter,produção
25706,o,de,,em,manter
25707,combustível,,,manter,produção
25708,e,gás,,produção,de
25709,,,,de,combustível
25710,,,,de,combustível
25711,,,,,falar
25712,,,,praticar,substituir
25713,,,,praticar,substituir
25714,,,,praticar,substituir
25715,se,eles,não,estar,praticar
25716,,,,substituir,pessoal
25717,o,,,praticar,substituir
25718,,,,dizer,ir
25719,-,estar,,,dizer
25720,praticar,,,dizer,ir
25721,substituir,desobediência,,ir,estar
25722,judicial,,,estar,praticar
25723,,,,praticar,desobediência
25724,,,,,dizer
