,R
27316,I
27317,I
27318,I
27319,I
27320,I
27321,I
27322,I
27323,I
27324,I
27325,I
27326,O
27327,O
27328,O
27329,O
27330,O
27331,O
27332,O
27333,O
27334,O
27335,O
27336,O
27337,O
27338,O
27339,O
27340,O
27341,O
27342,O
27343,O
27344,O
27345,O
27346,O
27347,O
27348,O
27349,O
27350,O
27351,O
27352,O
27353,O
27354,O
27355,O
27356,O
27357,O
27358,O
27359,O
27360,O
27361,O
27362,O
27363,O
27364,O
27365,O
27366,O
27367,O
27368,O
27369,O
27370,O
27371,O
27372,B
27373,I
27374,B
27375,O
27376,B
27377,I
27378,O
27379,O
27380,O
27381,O
27382,O
27383,O
27384,O
27385,O
27386,O
27387,O
27388,O
27389,O
27390,O
27391,O
27392,O
27393,O
27394,O
27395,O
27396,O
27397,O
27398,O
27399,O
27400,O
27401,O
27402,O
27403,O
27404,O
27405,O
27406,O
27407,O
27408,O
27409,O
27410,O
27411,O
27412,O
27413,O
27414,O
27415,O
27416,O
27417,O
27418,O
27419,O
27420,O
27421,O
27422,O
27423,O
27424,O
27425,O
27426,O
27427,O
27428,O
27429,O
27430,O
27431,O
27432,O
27433,O
27434,O
27435,O
27436,O
27437,O
27438,O
27439,O
27440,O
27441,O
27442,O
27443,O
27444,O
27445,O
27446,O
27447,O
27448,O
27449,O
27450,O
27451,O
27452,O
27453,O
27454,O
27455,O
27456,O
27457,O
27458,O
27459,O
27460,O
27461,O
27462,O
27463,O
27464,O
27465,O
27466,O
27467,O
27468,O
27469,O
27470,O
27471,O
27472,O
27473,O
27474,O
27475,O
27476,O
27477,O
27478,O
27479,O
27480,O
27481,B
27482,B
27483,B
27484,B
27485,I
27486,I
27487,B
27488,I
27489,I
27490,O
27491,B
27492,I
27493,I
27494,I
27495,I
27496,I
27497,I
27498,I
27499,I
27500,I
27501,I
27502,I
27503,I
27504,I
27505,I
27506,I
27507,I
27508,I
27509,I
27510,O
27511,B
27512,I
27513,B
27514,B
27515,B
27516,I
27517,I
27518,I
27519,B
27520,I
27521,I
27522,I
27523,I
27524,I
27525,I
27526,O
27527,O
27528,O
27529,O
27530,O
27531,O
27532,O
27533,O
27534,O
27535,O
27536,O
27537,B
27538,B
27539,I
27540,I
27541,I
27542,O
27543,O
27544,O
27545,O
27546,O
27547,O
27548,O
27549,O
27550,O
27551,O
27552,O
27553,O
27554,B
27555,B
27556,I
27557,I
27558,O
27559,O
27560,B
27561,B
27562,B
27563,I
27564,B
27565,I
27566,I
27567,I
27568,I
27569,I
27570,I
27571,I
27572,I
27573,I
27574,I
27575,I
27576,I
27577,I
27578,I
27579,I
27580,I
27581,I
27582,I
27583,I
27584,I
27585,I
27586,I
27587,I
27588,I
27589,I
27590,I
27591,I
27592,I
27593,I
27594,I
27595,I
27596,I
27597,I
27598,O
27599,O
27600,O
27601,O
27602,O
27603,O
27604,O
27605,O
27606,B
27607,B
27608,I
27609,I
27610,I
27611,I
27612,B
27613,I
27614,I
27615,I
27616,I
27617,I
27618,I
27619,I
27620,I
27621,I
27622,I
27623,I
27624,I
27625,I
27626,I
27627,I
27628,I
27629,I
27630,I
27631,I
27632,I
27633,I
27634,I
27635,I
27636,I
27637,I
27638,O
27639,O
27640,O
27641,O
27642,O
27643,O
27644,O
27645,O
27646,O
27647,O
27648,O
27649,O
27650,O
27651,O
27652,O
27653,O
27654,O
27655,O
27656,O
27657,O
27658,O
27659,O
27660,O
27661,B
27662,B
27663,I
27664,I
27665,B
27666,B
27667,I
27668,B
27669,I
27670,I
27671,I
27672,I
27673,I
27674,I
27675,I
27676,I
27677,I
27678,O
27679,B
27680,B
27681,O
27682,B
27683,B
27684,I
27685,I
27686,I
27687,I
27688,O
27689,O
27690,O
27691,O
27692,O
27693,O
27694,O
27695,O
27696,O
27697,O
27698,O
27699,O
27700,O
27701,O
27702,O
27703,O
27704,O
27705,O
27706,B
27707,I
27708,I
27709,I
27710,I
27711,I
27712,I
27713,I
27714,I
27715,O
27716,B
27717,B
27718,I
27719,I
27720,I
27721,I
27722,I
27723,I
27724,I
27725,I
27726,I
27727,I
27728,I
27729,I
27730,I
27731,I
27732,O
27733,O
27734,O
27735,O
27736,O
27737,O
27738,O
27739,O
27740,O
27741,O
27742,O
27743,O
27744,O
27745,O
27746,B
27747,B
27748,B
27749,I
27750,I
27751,I
27752,I
27753,I
27754,I
27755,I
27756,I
27757,I
27758,I
27759,O
27760,B
27761,B
27762,B
27763,I
27764,B
27765,I
27766,I
27767,I
27768,B
27769,B
27770,B
27771,I
27772,I
27773,I
27774,B
27775,O
27776,B
27777,I
27778,B
27779,B
27780,I
27781,I
27782,I
27783,I
27784,I
27785,O
27786,B
27787,I
27788,I
27789,O
27790,B
27791,I
27792,B
27793,B
27794,I
27795,B
27796,I
27797,I
27798,I
27799,I
27800,I
27801,O
27802,B
27803,I
27804,I
27805,O
27806,B
27807,I
27808,B
27809,B
27810,B
27811,I
27812,I
27813,B
27814,I
27815,I
27816,I
27817,B
27818,B
27819,I
27820,I
27821,I
27822,B
27823,I
27824,I
27825,I
27826,I
27827,I
27828,I
27829,I
27830,I
27831,I
27832,I
27833,I
27834,I
27835,I
27836,I
27837,I
27838,I
27839,I
27840,I
27841,I
27842,I
27843,I
27844,I
27845,I
27846,I
27847,I
27848,O
27849,O
27850,O
27851,O
27852,O
27853,O
27854,O
27855,O
27856,O
27857,O
27858,O
27859,O
27860,O
27861,O
27862,O
27863,O
27864,O
27865,O
27866,B
27867,B
27868,I
27869,I
27870,I
27871,I
27872,I
27873,I
27874,I
27875,I
27876,I
27877,I
27878,I
27879,I
27880,I
27881,I
27882,I
27883,I
27884,O
27885,O
27886,O
27887,O
27888,O
27889,O
27890,O
27891,O
27892,O
27893,O
27894,O
27895,O
27896,O
27897,O
27898,O
27899,O
27900,O
27901,O
27902,O
27903,O
27904,B
27905,B
27906,I
27907,I
27908,I
27909,I
27910,I
27911,I
27912,I
27913,I
27914,I
27915,I
27916,I
27917,I
27918,I
27919,I
27920,O
27921,B
27922,I
27923,B
27924,B
27925,B
27926,I
27927,I
27928,I
27929,I
27930,I
27931,I
27932,I
27933,O
27934,O
27935,O
27936,O
27937,O
27938,O
27939,B
27940,B
27941,I
27942,I
27943,I
27944,I
27945,I
27946,O
27947,B
27948,I
27949,I
27950,B
27951,B
27952,I
27953,I
27954,I
27955,I
27956,I
27957,O
27958,B
27959,I
27960,I
27961,I
27962,I
27963,I
27964,I
27965,I
27966,I
27967,I
27968,I
27969,I
27970,O
27971,B
27972,B
27973,B
27974,B
27975,I
27976,I
27977,B
27978,I
27979,I
27980,I
27981,O
27982,B
27983,B
27984,I
27985,I
27986,I
27987,I
27988,B
27989,I
27990,O
27991,B
27992,O
27993,O
27994,B
27995,B
27996,I
27997,B
27998,I
27999,I
28000,I
28001,I
28002,I
28003,I
28004,I
28005,I
28006,I
28007,I
28008,I
28009,I
28010,I
28011,I
28012,I
28013,O
28014,O
28015,O
28016,O
28017,O
28018,O
28019,O
28020,O
28021,O
28022,O
28023,O
28024,B
28025,B
28026,B
28027,I
28028,I
28029,I
28030,I
28031,I
28032,I
28033,I
28034,I
28035,I
28036,O
28037,B
28038,I
28039,I
28040,I
28041,I
28042,I
28043,I
28044,I
28045,O
28046,B
28047,B
28048,I
28049,I
28050,I
28051,I
28052,I
28053,I
28054,I
28055,O
28056,B
28057,I
28058,I
28059,O
28060,B
28061,B
28062,B
28063,I
28064,I
28065,I
28066,O
28067,B
28068,O
28069,B
28070,I
28071,I
28072,O
28073,O
28074,B
28075,B
28076,I
28077,I
28078,I
28079,I
28080,I
28081,I
28082,I
28083,I
28084,I
28085,I
28086,I
28087,I
28088,I
28089,I
28090,O
28091,O
28092,O
28093,O
28094,O
28095,O
28096,O
28097,O
28098,O
28099,O
28100,B
28101,I
28102,I
28103,O
28104,O
28105,O
28106,O
28107,O
28108,O
28109,O
28110,O
28111,O
28112,O
28113,O
28114,O
28115,O
28116,O
28117,O
28118,O
28119,O
28120,O
28121,O
28122,O
28123,B
28124,B
28125,B
28126,I
28127,I
28128,O
28129,O
28130,O
28131,O
28132,O
28133,O
28134,O
28135,O
28136,O
28137,O
28138,O
28139,B
28140,O
28141,B
28142,B
28143,B
28144,I
28145,O
28146,B
28147,I
28148,B
28149,B
28150,I
28151,I
28152,I
28153,I
28154,I
28155,O
28156,B
28157,I
28158,I
28159,I
28160,I
28161,O
28162,B
28163,B
28164,B
28165,I
28166,I
28167,I
28168,I
28169,I
28170,I
28171,I
28172,I
28173,I
28174,I
28175,I
28176,I
28177,I
28178,O
28179,B
28180,I
28181,B
28182,B
28183,I
28184,I
28185,I
28186,I
28187,I
28188,I
28189,I
28190,I
28191,I
28192,I
28193,I
28194,I
28195,I
28196,I
28197,I
28198,I
28199,I
28200,I
28201,I
28202,I
28203,I
28204,I
28205,I
28206,I
28207,I
28208,I
28209,I
28210,I
28211,I
28212,I
28213,I
28214,I
28215,I
28216,I
28217,I
28218,I
28219,I
28220,I
28221,O
28222,B
28223,I
28224,B
28225,B
28226,I
28227,I
28228,B
28229,I
28230,I
28231,I
28232,I
28233,I
28234,I
28235,I
28236,I
28237,I
28238,I
28239,I
28240,I
28241,I
28242,I
28243,I
28244,I
28245,I
28246,I
28247,I
28248,I
28249,I
28250,I
28251,I
28252,I
28253,I
28254,I
28255,O
28256,O
28257,O
28258,O
28259,O
28260,O
28261,O
28262,B
28263,B
28264,I
28265,I
28266,B
28267,I
28268,I
28269,I
28270,I
28271,I
28272,O
28273,O
28274,O
28275,O
28276,O
28277,O
28278,O
28279,O
28280,O
28281,O
28282,O
28283,O
28284,O
28285,O
28286,O
28287,O
28288,O
28289,O
28290,O
28291,O
28292,O
28293,O
28294,O
28295,O
28296,O
28297,O
28298,O
28299,O
28300,O
28301,O
28302,O
28303,O
28304,O
28305,O
28306,O
28307,O
28308,B
28309,I
28310,B
28311,B
28312,I
28313,I
28314,I
28315,I
28316,I
28317,I
28318,I
28319,I
28320,I
28321,I
28322,I
28323,O
28324,B
28325,I
28326,B
28327,B
28328,I
28329,I
28330,I
28331,B
28332,I
28333,O
28334,O
28335,O
28336,O
28337,B
28338,B
28339,I
28340,I
28341,B
28342,I
28343,O
28344,O
28345,O
28346,O
28347,O
28348,B
28349,I
28350,B
28351,B
28352,I
28353,I
28354,I
28355,I
28356,I
28357,B
28358,I
28359,I
28360,I
28361,I
28362,I
28363,I
28364,I
28365,I
28366,I
28367,O
28368,B
28369,I
28370,I
28371,B
28372,B
28373,I
28374,B
28375,I
28376,I
28377,I
28378,I
28379,I
28380,I
28381,I
28382,I
28383,I
28384,I
28385,I
28386,I
28387,I
28388,O
28389,B
28390,O
28391,B
28392,I
28393,B
28394,B
28395,B
28396,B
28397,I
28398,I
28399,I
28400,I
28401,I
28402,I
28403,I
28404,I
28405,I
28406,I
28407,I
28408,I
28409,I
28410,I
28411,I
28412,I
28413,I
28414,O
28415,O
28416,O
28417,B
28418,I
28419,O
28420,O
28421,O
28422,O
28423,O
28424,O
28425,O
28426,O
28427,O
28428,O
28429,O
28430,B
28431,I
28432,B
28433,B
28434,I
28435,I
28436,O
28437,O
28438,O
28439,O
28440,O
28441,B
28442,I
28443,O
28444,B
28445,O
28446,B
28447,B
28448,I
28449,I
28450,I
28451,I
28452,B
28453,I
28454,I
28455,I
28456,I
28457,I
28458,I
28459,I
28460,I
28461,I
28462,I
28463,I
28464,I
28465,I
28466,I
28467,I
28468,I
28469,I
28470,O
28471,O
28472,O
28473,O
28474,O
28475,O
28476,O
28477,O
28478,O
28479,O
28480,B
28481,I
28482,I
28483,O
28484,B
28485,B
28486,I
28487,B
28488,I
28489,I
28490,I
28491,I
28492,I
28493,I
28494,I
28495,I
28496,I
28497,O
28498,O
28499,O
28500,O
28501,O
28502,O
28503,O
28504,O
28505,O
28506,O
28507,O
28508,O
28509,O
28510,O
28511,O
28512,O
28513,O
28514,O
28515,B
28516,O
28517,B
28518,B
28519,I
28520,I
28521,I
28522,I
28523,I
28524,O
28525,O
28526,B
28527,B
28528,B
28529,I
28530,I
28531,I
28532,I
28533,I
28534,I
28535,I
28536,I
28537,I
28538,O
28539,O
28540,O
28541,O
28542,O
28543,O
28544,O
28545,O
28546,O
28547,B
28548,B
28549,I
28550,I
28551,I
28552,I
28553,I
28554,I
28555,I
28556,O
28557,O
28558,O
28559,O
28560,O
28561,B
28562,I
28563,I
28564,I
28565,I
28566,I
28567,I
28568,I
28569,I
28570,I
28571,I
28572,I
28573,I
28574,I
28575,O
28576,B
28577,B
28578,O
28579,O
28580,O
28581,O
28582,B
28583,B
28584,I
28585,I
28586,I
28587,I
28588,I
28589,I
28590,I
28591,I
28592,B
28593,I
28594,I
28595,I
28596,O
28597,O
28598,O
28599,O
28600,O
28601,O
28602,O
28603,O
28604,O
28605,O
28606,O
28607,O
28608,O
28609,O
28610,O
28611,O
28612,O
28613,O
28614,O
28615,O
28616,O
28617,O
28618,O
28619,O
28620,O
28621,O
28622,O
28623,O
28624,O
28625,O
28626,B
28627,I
28628,I
28629,I
28630,I
28631,B
28632,B
28633,I
28634,O
28635,B
28636,I
28637,I
28638,O
28639,B
28640,I
28641,B
28642,B
28643,I
28644,O
28645,O
28646,O
28647,O
28648,O
28649,O
28650,O
28651,O
28652,O
28653,O
28654,O
28655,O
28656,O
28657,O
28658,O
28659,O
28660,O
28661,O
28662,O
28663,O
28664,O
28665,O
28666,O
28667,B
28668,B
28669,B
28670,B
28671,I
28672,I
28673,I
28674,I
28675,I
28676,O
28677,O
28678,O
28679,O
28680,O
28681,O
28682,O
28683,O
28684,O
28685,O
28686,O
28687,O
28688,O
28689,O
28690,O
28691,O
28692,O
28693,O
28694,B
28695,B
28696,I
28697,O
28698,B
28699,I
28700,I
28701,B
28702,B
28703,I
28704,I
28705,I
28706,I
28707,I
28708,I
28709,I
28710,I
28711,I
28712,I
28713,I
28714,I
28715,I
28716,I
28717,I
28718,O
28719,B
28720,I
28721,B
28722,B
28723,I
28724,I
28725,I
28726,I
28727,I
28728,I
28729,I
28730,I
28731,I
28732,I
28733,I
28734,I
28735,I
28736,I
28737,I
28738,I
28739,I
28740,I
28741,I
28742,I
28743,I
28744,I
28745,I
28746,I
28747,I
28748,I
28749,I
28750,I
28751,I
28752,O
28753,O
28754,O
28755,O
28756,O
28757,B
28758,B
28759,I
28760,I
28761,I
28762,I
28763,B
28764,I
28765,I
28766,B
28767,I
28768,I
28769,I
28770,I
28771,I
28772,I
28773,I
28774,O
28775,O
28776,O
28777,O
28778,O
28779,O
28780,O
28781,O
28782,O
28783,O
28784,O
28785,O
28786,O
28787,O
28788,O
28789,O
28790,O
28791,O
28792,O
28793,O
28794,O
28795,O
28796,O
28797,O
28798,O
28799,O
28800,O
28801,O
28802,O
28803,O
28804,O
28805,O
28806,O
28807,O
28808,O
28809,B
28810,B
28811,I
28812,B
28813,I
28814,I
28815,I
28816,I
28817,I
28818,I
28819,I
28820,O
28821,B
28822,I
28823,I
28824,I
28825,I
28826,B
28827,O
28828,O
28829,B
28830,B
28831,I
28832,I
28833,O
28834,B
28835,I
28836,I
28837,B
28838,B
28839,I
28840,I
28841,I
28842,I
28843,I
28844,I
28845,I
28846,I
28847,I
28848,I
28849,I
28850,I
28851,I
28852,I
28853,I
28854,I
28855,I
28856,I
28857,I
28858,I
28859,I
28860,I
28861,I
28862,O
28863,B
28864,I
28865,I
28866,I
28867,I
28868,I
28869,B
28870,B
28871,I
28872,B
28873,I
28874,I
28875,I
28876,I
28877,O
28878,O
28879,O
28880,O
28881,O
28882,O
28883,O
28884,O
28885,O
28886,O
28887,O
28888,B
28889,B
28890,B
28891,I
28892,I
28893,I
28894,I
28895,I
28896,I
28897,I
28898,I
28899,I
28900,I
28901,I
28902,I
28903,I
28904,I
28905,I
28906,I
28907,I
28908,I
28909,I
28910,I
28911,O
28912,O
28913,O
28914,O
28915,B
28916,I
28917,B
28918,I
28919,O
28920,B
28921,B
28922,I
28923,I
28924,I
28925,I
28926,I
28927,I
28928,I
28929,I
28930,I
28931,I
28932,I
28933,I
28934,I
28935,O
28936,O
28937,O
28938,O
28939,O
28940,O
28941,O
28942,O
28943,O
28944,O
28945,O
28946,O
28947,B
28948,B
28949,B
28950,I
28951,I
28952,I
28953,I
28954,I
28955,I
28956,I
28957,I
28958,O
28959,O
28960,O
28961,O
28962,B
28963,O
28964,B
28965,O
28966,O
28967,O
28968,O
28969,O
28970,B
28971,I
28972,I
28973,I
28974,O
28975,O
28976,B
28977,O
28978,B
28979,I
28980,B
28981,B
28982,I
28983,I
28984,I
28985,I
28986,I
28987,I
28988,I
28989,I
28990,I
28991,I
28992,I
28993,I
28994,I
28995,I
28996,I
28997,I
28998,I
28999,I
29000,I
29001,I
29002,I
29003,I
29004,I
29005,I
29006,O
29007,B
29008,I
29009,O
29010,O
29011,B
29012,B
29013,I
29014,I
29015,I
29016,I
29017,I
29018,I
29019,I
29020,I
29021,B
29022,I
29023,I
29024,I
29025,I
29026,I
29027,I
29028,I
29029,I
29030,I
29031,I
29032,I
29033,I
29034,I
29035,O
29036,O
29037,O
29038,O
29039,O
29040,O
29041,O
29042,B
29043,I
29044,I
29045,I
29046,I
29047,I
29048,I
29049,I
29050,O
29051,B
29052,B
29053,B
29054,I
29055,I
29056,I
29057,I
29058,B
29059,I
29060,I
29061,I
29062,I
29063,I
29064,O
29065,O
29066,O
29067,O
29068,O
29069,O
29070,O
29071,O
29072,O
29073,O
29074,O
29075,O
29076,O
29077,O
29078,O
29079,O
29080,O
29081,O
29082,O
29083,O
29084,O
29085,O
29086,O
29087,O
29088,B
29089,B
29090,I
29091,I
29092,I
29093,O
29094,O
29095,O
29096,O
29097,O
29098,O
29099,O
29100,O
29101,O
29102,O
29103,O
29104,O
29105,O
29106,O
29107,O
29108,O
29109,O
29110,O
29111,O
29112,O
29113,O
29114,O
29115,O
29116,O
29117,O
29118,O
29119,B
29120,B
29121,B
29122,O
29123,B
29124,B
29125,I
29126,I
29127,B
29128,I
29129,I
29130,I
29131,I
29132,O
29133,B
29134,I
29135,I
29136,O
29137,B
29138,B
29139,I
29140,O
29141,O
29142,O
29143,O
29144,O
29145,O
29146,O
29147,O
29148,O
29149,O
29150,O
29151,O
29152,O
29153,O
29154,O
29155,O
29156,O
29157,O
29158,O
29159,O
29160,O
29161,O
29162,O
29163,O
29164,O
29165,O
29166,O
29167,O
29168,O
29169,O
29170,O
29171,B
29172,B
29173,I
29174,I
29175,I
29176,I
29177,B
29178,I
29179,I
29180,I
29181,I
29182,I
29183,I
29184,I
29185,I
29186,I
29187,I
29188,I
29189,I
29190,I
29191,I
29192,O
29193,O
29194,O
29195,O
29196,O
29197,O
29198,O
29199,O
29200,B
29201,B
29202,I
29203,I
29204,I
29205,I
29206,I
29207,O
29208,B
29209,I
29210,I
29211,I
29212,I
29213,I
29214,O
29215,B
29216,I
29217,I
29218,I
29219,I
29220,O
29221,B
29222,B
29223,I
29224,I
29225,I
29226,I
29227,I
29228,I
29229,I
29230,I
29231,I
29232,I
29233,I
29234,I
29235,I
29236,I
29237,I
29238,I
29239,I
29240,I
29241,I
29242,I
29243,I
29244,I
29245,I
29246,I
29247,I
29248,I
29249,I
29250,I
29251,I
29252,O
29253,O
29254,O
29255,O
29256,O
29257,O
29258,O
29259,O
29260,O
29261,O
29262,O
29263,O
29264,O
29265,O
29266,O
29267,O
29268,O
29269,O
29270,O
29271,O
29272,O
29273,O
29274,O
29275,B
29276,B
29277,B
29278,I
29279,I
29280,I
29281,I
29282,I
29283,I
29284,O
29285,O
29286,O
29287,O
29288,O
29289,O
29290,O
29291,O
29292,O
29293,O
29294,O
29295,O
29296,O
29297,O
29298,B
29299,B
29300,B
29301,B
29302,I
29303,B
29304,O
29305,O
29306,B
29307,B
29308,B
29309,I
29310,I
29311,I
29312,I
29313,O
29314,B
29315,B
29316,I
29317,I
29318,I
29319,I
29320,I
29321,I
29322,I
29323,I
29324,I
29325,I
29326,I
29327,I
29328,I
29329,I
29330,O
29331,O
29332,O
29333,O
29334,O
29335,O
29336,O
29337,O
29338,O
29339,O
29340,O
29341,O
29342,O
29343,O
29344,O
29345,O
29346,B
29347,I
29348,O
29349,B
29350,B
29351,I
29352,I
29353,O
29354,O
29355,O
29356,O
29357,O
29358,O
29359,O
29360,O
29361,O
29362,B
29363,B
29364,I
29365,O
29366,O
29367,O
29368,O
29369,O
29370,O
29371,O
29372,O
29373,O
29374,O
29375,O
29376,O
29377,O
29378,O
29379,O
29380,O
29381,O
29382,O
29383,O
29384,O
29385,O
29386,O
29387,O
29388,O
29389,O
29390,O
29391,O
29392,O
29393,O
29394,O
29395,O
29396,O
29397,O
29398,O
29399,B
29400,B
29401,I
29402,I
29403,I
29404,I
29405,O
29406,O
29407,O
29408,O
29409,O
29410,O
29411,O
29412,O
29413,O
29414,O
29415,O
29416,O
29417,O
29418,O
29419,O
29420,O
29421,O
29422,O
29423,O
29424,O
29425,O
29426,O
29427,B
29428,I
29429,O
29430,B
29431,O
29432,B
29433,I
29434,B
29435,B
29436,I
29437,I
29438,I
29439,I
29440,I
29441,I
29442,I
29443,I
29444,I
29445,I
29446,I
29447,I
29448,I
29449,I
29450,I
29451,I
29452,O
29453,O
29454,O
29455,O
29456,O
29457,O
29458,B
29459,B
29460,I
29461,I
29462,I
29463,I
29464,I
29465,I
29466,I
29467,I
29468,I
29469,I
29470,I
29471,I
29472,I
29473,O
29474,B
29475,I
29476,I
29477,I
29478,I
29479,B
29480,B
29481,I
29482,B
29483,I
29484,I
29485,I
29486,I
29487,I
29488,I
29489,I
29490,O
29491,O
29492,O
29493,O
29494,B
29495,B
29496,I
29497,I
29498,I
29499,I
29500,I
29501,O
29502,B
29503,I
29504,I
29505,I
29506,I
29507,I
29508,I
29509,I
29510,I
29511,I
29512,I
29513,I
29514,B
29515,B
29516,B
29517,I
29518,O
29519,B
29520,I
29521,I
29522,O
29523,B
29524,I
29525,I
29526,I
29527,I
29528,I
29529,B
29530,I
29531,I
29532,I
29533,I
29534,I
29535,O
29536,B
29537,B
29538,I
29539,I
29540,I
29541,O
29542,B
29543,I
29544,B
29545,B
29546,I
29547,I
29548,I
29549,I
29550,I
29551,I
29552,I
29553,I
29554,I
29555,I
29556,I
29557,I
29558,I
29559,I
29560,I
29561,I
29562,O
29563,O
29564,O
29565,O
29566,O
29567,O
29568,B
29569,B
29570,B
29571,I
29572,I
29573,O
29574,B
29575,I
29576,O
29577,B
29578,B
29579,I
29580,I
29581,I
29582,I
29583,I
29584,I
29585,I
29586,I
29587,I
29588,I
29589,I
29590,I
29591,I
29592,I
29593,I
29594,I
29595,I
29596,I
29597,I
29598,O
29599,O
29600,O
29601,O
29602,O
29603,O
29604,O
29605,O
29606,O
29607,O
29608,O
29609,O
29610,O
29611,O
29612,O
29613,B
29614,B
29615,B
29616,B
29617,I
29618,I
29619,I
29620,I
29621,I
29622,I
29623,O
29624,O
29625,B
29626,B
29627,I
29628,O
29629,O
29630,O
29631,O
29632,O
29633,O
29634,O
29635,O
29636,O
29637,O
29638,O
29639,O
29640,O
29641,O
29642,O
29643,O
29644,O
29645,O
29646,O
29647,O
29648,O
29649,B
29650,I
29651,I
29652,I
29653,O
29654,O
29655,O
29656,B
29657,B
29658,I
29659,I
29660,I
29661,I
29662,I
29663,I
29664,I
29665,I
29666,I
29667,I
29668,I
29669,I
29670,I
29671,I
29672,I
29673,O
29674,O
29675,O
29676,O
29677,O
29678,O
29679,O
29680,O
29681,O
29682,O
29683,O
29684,O
29685,O
29686,O
29687,O
29688,O
29689,O
29690,O
29691,O
29692,O
29693,B
29694,B
29695,I
29696,I
29697,I
29698,O
29699,B
29700,I
29701,B
29702,B
29703,I
29704,I
29705,I
29706,I
29707,I
29708,I
29709,I
29710,I
29711,I
29712,I
29713,I
29714,I
29715,I
29716,I
29717,I
29718,O
29719,O
29720,O
29721,O
29722,O
29723,O
29724,O
29725,O
29726,O
29727,O
29728,O
29729,B
29730,B
29731,B
29732,I
29733,I
29734,I
29735,I
29736,I
29737,I
29738,O
29739,B
29740,I
29741,I
29742,B
29743,B
29744,B
29745,I
29746,I
29747,O
29748,O
29749,O
29750,O
29751,O
29752,O
29753,O
29754,O
29755,B
29756,I
29757,I
29758,O
29759,O
29760,O
29761,O
29762,O
29763,O
29764,B
29765,B
29766,I
29767,I
29768,I
29769,I
29770,O
29771,O
29772,B
29773,I
29774,I
29775,I
29776,I
29777,I
29778,O
29779,O
29780,B
29781,B
29782,O
29783,O
29784,O
29785,B
29786,B
29787,I
29788,I
29789,I
29790,I
29791,I
29792,I
29793,I
29794,I
29795,I
29796,I
29797,I
29798,I
29799,I
29800,I
29801,I
29802,I
29803,I
29804,O
29805,O
29806,O
29807,O
29808,O
29809,O
29810,O
29811,O
29812,O
29813,O
29814,O
29815,O
29816,O
29817,O
29818,O
29819,B
29820,B
29821,B
29822,O
29823,O
29824,O
29825,O
29826,O
29827,B
29828,I
29829,I
29830,I
29831,I
29832,I
29833,I
29834,I
29835,I
29836,I
29837,I
29838,I
29839,I
29840,I
29841,O
29842,B
29843,B
29844,O
29845,B
29846,B
29847,B
29848,I
29849,B
29850,I
29851,I
29852,I
29853,O
29854,B
29855,B
29856,I
29857,I
29858,I
29859,O
29860,B
29861,O
29862,B
29863,B
29864,B
29865,I
29866,I
29867,I
29868,O
29869,B
29870,B
29871,I
29872,I
29873,I
29874,O
29875,B
29876,O
29877,B
29878,O
29879,B
29880,B
29881,I
29882,I
29883,O
29884,B
29885,I
29886,O
29887,O
29888,B
29889,B
29890,I
29891,B
29892,I
29893,I
29894,B
29895,I
29896,I
29897,I
29898,I
29899,O
29900,O
29901,O
29902,O
29903,O
29904,O
29905,O
29906,O
29907,O
29908,O
29909,O
29910,O
29911,O
29912,B
29913,B
29914,I
29915,O
29916,B
29917,B
29918,B
29919,I
29920,I
29921,I
29922,B
29923,I
29924,B
29925,I
29926,I
29927,I
29928,B
29929,B
29930,I
29931,I
29932,I
29933,I
29934,I
29935,I
29936,I
29937,B
29938,I
29939,I
29940,I
29941,I
29942,I
29943,I
29944,O
29945,B
29946,I
29947,I
29948,I
29949,I
29950,I
29951,I
29952,I
29953,B
29954,B
29955,I
29956,I
29957,I
29958,I
29959,I
29960,I
29961,I
29962,I
29963,I
29964,I
29965,I
29966,I
29967,I
29968,I
29969,I
29970,I
29971,I
29972,I
29973,I
29974,I
29975,I
29976,I
29977,I
29978,I
29979,I
29980,I
29981,I
29982,I
29983,I
29984,I
29985,I
29986,I
29987,I
29988,O
29989,O
29990,O
29991,O
29992,O
29993,O
29994,O
29995,O
29996,O
29997,O
29998,O
29999,O
30000,O
30001,O
30002,O
30003,O
30004,O
30005,O
30006,O
30007,O
30008,O
30009,O
30010,B
30011,I
30012,I
30013,I
30014,I
30015,I
30016,I
30017,I
30018,I
30019,I
30020,I
30021,I
30022,I
30023,I
30024,I
30025,O
30026,B
30027,B
30028,I
30029,I
30030,I
30031,I
30032,O
30033,B
30034,O
30035,B
30036,B
30037,I
30038,I
30039,I
30040,I
30041,I
30042,I
30043,I
30044,I
30045,I
30046,I
30047,I
30048,I
30049,I
30050,I
30051,I
30052,I
30053,I
30054,I
30055,I
30056,I
30057,I
30058,I
30059,I
30060,I
30061,O
30062,O
30063,O
30064,O
30065,O
30066,O
30067,O
30068,O
30069,O
30070,O
30071,O
30072,O
30073,O
30074,O
30075,O
30076,O
30077,O
30078,B
30079,B
30080,I
30081,I
30082,I
30083,I
30084,I
30085,I
30086,I
30087,I
30088,I
30089,I
30090,O
30091,B
30092,I
30093,I
30094,O
30095,B
30096,I
30097,B
30098,B
30099,I
30100,I
30101,I
30102,I
30103,I
30104,I
30105,I
30106,I
30107,I
30108,I
30109,I
30110,I
30111,I
30112,I
30113,I
30114,I
