,SHALLOW_CHUNKS
43843,O
43844,B-ADVP
43845,B-PP
43846,I-PP
43847,I-PP
43848,O
43849,B-VP
43850,B-NP
43851,I-NP
43852,O
43853,B-NP
43854,B-VP
43855,B-PP
43856,B-VP
43857,B-NP
43858,I-NP
43859,B-VP
43860,B-PP
43861,I-PP
43862,I-PP
43863,O
43864,B-VP
43865,O
43866,B-NP
43867,I-NP
43868,I-NP
43869,B-NP
43870,O
43871,B-ADVP
43872,B-PP
43873,I-PP
43874,I-PP
43875,O
43876,B-VP
43877,B-NP
43878,I-NP
43879,O
43880,B-NP
43881,B-VP
43882,B-PP
43883,B-VP
43884,B-NP
43885,I-NP
43886,B-VP
43887,B-PP
43888,I-PP
43889,I-PP
43890,O
43891,B-VP
43892,O
43893,B-NP
43894,I-NP
43895,I-NP
43896,B-NP
43897,O
43898,B-ADVP
43899,B-PP
43900,I-PP
43901,I-PP
43902,O
43903,B-VP
43904,B-NP
43905,I-NP
43906,O
43907,B-NP
43908,B-VP
43909,B-PP
43910,B-VP
43911,B-NP
43912,I-NP
43913,B-VP
43914,B-PP
43915,I-PP
43916,I-PP
43917,O
43918,B-PP
43919,I-PP
43920,I-PP
43921,I-PP
43922,I-PP
43923,I-PP
43924,I-PP
43925,O
43926,B-NP
43927,B-VP
43928,B-NP
43929,I-NP
43930,B-PP
43931,I-PP
43932,I-PP
43933,I-PP
43934,I-PP
43935,O
43936,B-PP
43937,I-PP
43938,I-PP
43939,O
43940,B-VP
43941,B-NP
43942,I-NP
43943,I-NP
43944,I-NP
43945,B-PP
43946,I-PP
43947,O
43948,B-NP
43949,I-NP
43950,I-NP
43951,B-VP
43952,B-PP
43953,I-PP
43954,I-PP
43955,B-PP
43956,I-PP
43957,B-PP
43958,I-PP
43959,I-PP
43960,I-PP
43961,O
43962,B-PP
43963,I-PP
43964,I-PP
43965,O
43966,B-NP
43967,B-VP
43968,B-PP
43969,I-PP
43970,B-PP
43971,I-PP
43972,I-PP
43973,I-PP
43974,I-PP
43975,I-PP
43976,I-PP
43977,B-NP
43978,I-NP
43979,I-NP
43980,I-NP
43981,I-NP
43982,B-VP
43983,B-NP
43984,I-NP
43985,I-NP
43986,B-PP
43987,I-PP
43988,I-PP
43989,I-PP
43990,I-PP
43991,I-PP
43992,I-PP
43993,I-PP
43994,I-PP
43995,I-PP
43996,I-PP
43997,I-PP
43998,I-PP
43999,I-PP
44000,I-PP
44001,I-PP
44002,I-PP
44003,I-PP
44004,I-PP
44005,I-PP
44006,O
44007,B-NP
44008,I-NP
44009,B-VP
44010,I-VP
44011,O
44012,B-NP
44013,B-PP
44014,B-NP
44015,O
44016,B-NP
44017,B-PP
44018,I-PP
44019,I-PP
44020,O
44021,B-NP
44022,B-VP
44023,B-NP
44024,B-NP
44025,B-PP
44026,I-PP
44027,I-PP
44028,I-PP
44029,I-PP
44030,I-PP
44031,I-PP
44032,I-PP
44033,I-PP
44034,I-PP
44035,B-VP
44036,B-NP
44037,B-PP
44038,I-PP
44039,I-PP
44040,I-PP
44041,I-PP
44042,I-PP
44043,I-PP
44044,I-PP
44045,I-PP
44046,B-NP
44047,B-VP
44048,B-NP
44049,B-PP
44050,I-PP
44051,I-PP
44052,I-PP
44053,I-PP
44054,O
44055,B-PP
44056,I-PP
44057,I-PP
44058,I-PP
44059,I-PP
44060,O
44061,B-NP
44062,B-PP
44063,I-PP
44064,I-PP
44065,I-PP
44066,I-PP
44067,I-PP
44068,I-PP
44069,I-PP
44070,I-PP
44071,I-PP
44072,B-VP
44073,B-NP
44074,B-PP
44075,I-PP
44076,I-PP
44077,I-PP
44078,I-PP
44079,I-PP
44080,I-PP
44081,I-PP
44082,I-PP
44083,B-NP
44084,B-VP
44085,B-NP
44086,B-PP
44087,I-PP
44088,I-PP
44089,I-PP
44090,I-PP
44091,O
44092,B-PP
44093,I-PP
44094,I-PP
44095,I-PP
44096,I-PP
44097,O
44098,B-NP
44099,B-PP
44100,I-PP
44101,I-PP
44102,I-PP
44103,O
44104,B-NP
44105,I-NP
44106,I-NP
44107,B-PP
44108,I-PP
44109,I-PP
44110,B-NP
44111,B-VP
44112,B-PP
44113,I-PP
44114,I-PP
44115,B-ADVP
44116,I-ADVP
44117,B-PP
44118,B-VP
44119,B-PP
44120,I-PP
44121,I-PP
44122,I-PP
44123,I-PP
44124,I-PP
44125,O
44126,B-VP
44127,B-NP
44128,I-NP
44129,B-PP
44130,I-PP
44131,I-PP
44132,O
44133,B-NP
44134,B-PP
44135,I-PP
44136,I-PP
44137,I-PP
44138,O
44139,B-NP
44140,I-NP
44141,I-NP
44142,B-PP
44143,I-PP
44144,I-PP
44145,B-NP
44146,B-VP
44147,B-PP
44148,I-PP
44149,I-PP
44150,B-ADVP
44151,I-ADVP
44152,B-PP
44153,B-VP
44154,B-PP
44155,I-PP
44156,I-PP
44157,I-PP
44158,I-PP
44159,I-PP
44160,O
44161,B-VP
44162,B-NP
44163,I-NP
44164,B-PP
44165,I-PP
44166,I-PP
44167,O
44168,B-NP
44169,B-PP
44170,I-PP
44171,I-PP
44172,I-PP
44173,O
44174,B-NP
44175,I-NP
44176,I-NP
44177,B-PP
44178,I-PP
44179,I-PP
44180,B-NP
44181,B-VP
44182,B-PP
44183,I-PP
44184,I-PP
44185,B-ADVP
44186,I-ADVP
44187,B-PP
44188,B-VP
44189,B-PP
44190,I-PP
44191,I-PP
44192,I-PP
44193,I-PP
44194,I-PP
44195,O
44196,B-VP
44197,B-NP
44198,I-NP
44199,B-PP
44200,I-PP
44201,I-PP
44202,O
44203,B-NP
44204,B-PP
44205,I-PP
44206,I-PP
44207,I-PP
44208,O
44209,B-NP
44210,I-NP
44211,I-NP
44212,I-NP
44213,I-NP
44214,B-PP
44215,I-PP
44216,I-PP
44217,B-VP
44218,B-PP
44219,I-PP
44220,I-PP
44221,I-PP
44222,I-PP
44223,I-PP
44224,O
44225,B-PP
44226,I-PP
44227,I-PP
44228,B-NP
44229,O
44230,B-NP
44231,B-NP
44232,B-VP
44233,B-PP
44234,I-PP
44235,I-PP
44236,O
44237,B-ADJP
44238,B-VP
44239,O
44240,B-PP
44241,I-PP
44242,I-PP
44243,B-NP
44244,O
44245,B-NP
44246,B-NP
44247,B-VP
44248,B-PP
44249,I-PP
44250,I-PP
44251,O
44252,B-ADJP
44253,B-VP
44254,O
44255,B-NP
44256,B-VP
44257,B-NP
44258,I-NP
44259,I-NP
44260,I-NP
44261,B-NP
44262,I-NP
44263,I-NP
44264,I-NP
44265,B-VP
44266,B-NP
44267,I-NP
44268,I-NP
44269,I-NP
44270,I-NP
44271,I-NP
44272,B-PP
44273,I-PP
44274,I-PP
44275,I-PP
44276,I-PP
44277,B-NP
44278,B-PP
44279,I-PP
44280,I-PP
44281,B-PP
44282,I-PP
44283,I-PP
44284,O
44285,B-NP
44286,I-NP
44287,B-PP
44288,I-PP
44289,I-PP
44290,I-PP
44291,I-PP
44292,O
44293,B-PP
44294,I-PP
44295,I-PP
44296,I-PP
44297,I-PP
44298,I-PP
44299,O
44300,B-NP
44301,I-NP
44302,B-VP
44303,B-NP
44304,O
44305,B-PP
44306,I-PP
44307,I-PP
44308,B-PP
44309,I-PP
44310,I-PP
44311,I-PP
44312,I-PP
44313,I-PP
44314,I-PP
44315,O
44316,B-NP
44317,B-NP
44318,B-VP
44319,B-NP
44320,O
44321,B-VP
44322,I-VP
44323,B-PP
44324,I-PP
44325,I-PP
44326,B-VP
44327,B-PP
44328,I-PP
44329,I-PP
44330,I-PP
44331,I-PP
44332,O
44333,B-NP
44334,B-NP
44335,B-VP
44336,B-NP
44337,O
44338,B-VP
44339,I-VP
44340,B-PP
44341,I-PP
44342,I-PP
44343,B-VP
44344,B-PP
44345,I-PP
44346,I-PP
44347,I-PP
44348,I-PP
44349,O
44350,B-NP
44351,I-NP
44352,B-VP
44353,I-VP
44354,B-PP
44355,I-PP
44356,I-PP
44357,B-PP
44358,I-PP
44359,I-PP
44360,O
44361,B-VP
44362,B-NP
44363,I-NP
44364,B-PP
44365,I-PP
44366,I-PP
44367,I-PP
44368,I-PP
44369,I-PP
44370,I-PP
44371,I-PP
44372,O
44373,B-PP
44374,B-NP
44375,I-NP
44376,O
44377,B-NP
44378,O
44379,B-NP
44380,O
44381,B-NP
44382,I-NP
44383,B-VP
44384,I-VP
44385,B-PP
44386,I-PP
44387,I-PP
44388,B-PP
44389,I-PP
44390,I-PP
44391,O
44392,B-VP
44393,B-NP
44394,I-NP
44395,B-PP
44396,I-PP
44397,I-PP
44398,I-PP
44399,I-PP
44400,I-PP
44401,I-PP
44402,I-PP
44403,O
44404,B-PP
44405,B-NP
44406,I-NP
44407,O
44408,B-NP
44409,O
44410,B-NP
44411,O
44412,B-NP
44413,B-VP
44414,B-NP
44415,I-NP
44416,B-PP
44417,I-PP
44418,I-PP
44419,I-PP
44420,I-PP
44421,I-PP
44422,B-NP
44423,B-VP
44424,B-NP
44425,B-PP
44426,I-PP
44427,I-PP
44428,I-PP
44429,I-PP
44430,I-PP
44431,I-PP
44432,O
44433,B-PP
44434,I-PP
44435,I-PP
44436,I-PP
44437,I-PP
44438,I-PP
44439,I-PP
44440,O
44441,B-NP
44442,I-NP
44443,I-NP
44444,B-VP
44445,B-VP
44446,B-NP
44447,O
44448,B-PP
44449,I-PP
44450,I-PP
44451,O
44452,B-PP
44453,I-PP
44454,I-PP
44455,B-NP
44456,B-VP
44457,B-NP
44458,I-NP
44459,I-NP
44460,I-NP
44461,I-NP
44462,O
44463,B-PP
44464,I-PP
44465,I-PP
44466,I-PP
44467,I-PP
44468,I-PP
44469,I-PP
44470,O
44471,B-NP
44472,I-NP
44473,I-NP
44474,B-VP
44475,B-VP
44476,B-NP
44477,O
44478,B-PP
44479,I-PP
44480,I-PP
44481,O
44482,B-PP
44483,I-PP
44484,I-PP
44485,B-NP
44486,B-VP
44487,B-NP
44488,I-NP
44489,I-NP
44490,I-NP
44491,I-NP
44492,O
44493,B-PP
44494,I-PP
44495,I-PP
44496,I-PP
44497,I-PP
44498,I-PP
44499,I-PP
44500,O
44501,B-NP
44502,I-NP
44503,I-NP
44504,B-VP
44505,B-VP
44506,B-NP
44507,O
44508,B-PP
44509,I-PP
44510,I-PP
44511,O
44512,B-PP
44513,I-PP
44514,I-PP
44515,B-NP
44516,B-VP
44517,B-NP
44518,I-NP
44519,I-NP
44520,I-NP
44521,I-NP
44522,O
44523,B-NP
44524,B-PP
44525,I-PP
44526,I-PP
44527,I-PP
44528,I-PP
44529,B-VP
44530,B-ADVP
44531,B-VP
44532,B-NP
44533,B-PP
44534,I-PP
44535,I-PP
44536,B-NP
44537,I-NP
44538,B-PP
44539,I-PP
44540,I-PP
44541,B-PP
44542,I-PP
44543,I-PP
44544,I-PP
44545,I-PP
44546,O
44547,B-NP
44548,O
44549,B-NP
44550,O
44551,B-NP
44552,B-VP
44553,O
44554,B-VP
44555,B-NP
44556,O
44557,B-NP
44558,B-NP
44559,B-VP
44560,B-ADJP
44561,O
44562,B-NP
44563,B-PP
44564,I-PP
44565,I-PP
44566,B-NP
44567,B-PP
44568,I-PP
44569,I-PP
44570,I-PP
44571,B-NP
44572,B-VP
44573,O
44574,B-NP
44575,I-NP
44576,B-VP
44577,I-VP
44578,I-VP
44579,B-NP
44580,I-NP
44581,I-NP
44582,I-NP
44583,I-NP
44584,I-NP
44585,O
44586,B-NP
44587,B-PP
44588,I-PP
44589,I-PP
44590,B-NP
44591,B-PP
44592,I-PP
44593,I-PP
44594,I-PP
44595,B-NP
44596,B-VP
44597,O
44598,B-NP
44599,I-NP
44600,B-VP
44601,I-VP
44602,I-VP
44603,B-NP
44604,I-NP
44605,I-NP
44606,I-NP
44607,I-NP
44608,I-NP
44609,O
44610,B-NP
44611,I-NP
44612,I-NP
44613,I-NP
44614,B-NP
44615,O
44616,B-NP
44617,B-VP
44618,B-NP
44619,B-PP
44620,B-VP
44621,B-PP
44622,I-PP
44623,I-PP
44624,O
44625,B-NP
44626,I-NP
44627,I-NP
44628,I-NP
44629,B-NP
44630,O
44631,B-NP
44632,B-VP
44633,B-NP
44634,B-PP
44635,B-VP
44636,B-PP
44637,I-PP
44638,I-PP
44639,O
44640,B-NP
44641,B-VP
44642,O
44643,B-ADVP
44644,O
44645,O
44646,B-NP
44647,I-NP
44648,I-NP
44649,B-PP
44650,B-NP
44651,O
44652,B-NP
44653,I-NP
44654,B-NP
44655,B-VP
44656,B-PP
44657,I-PP
44658,I-PP
44659,I-PP
44660,O
44661,B-NP
44662,B-VP
44663,O
44664,B-ADVP
44665,O
44666,O
44667,B-NP
44668,I-NP
44669,I-NP
44670,B-PP
44671,B-NP
44672,O
44673,B-NP
44674,I-NP
44675,B-NP
44676,B-VP
44677,B-PP
44678,I-PP
44679,I-PP
44680,I-PP
44681,O
44682,B-PP
44683,I-PP
44684,I-PP
44685,O
44686,B-NP
44687,I-NP
44688,B-VP
44689,B-NP
44690,I-NP
44691,B-PP
44692,I-PP
44693,I-PP
44694,I-PP
44695,I-PP
44696,I-PP
44697,I-PP
44698,I-PP
44699,I-PP
44700,I-PP
44701,I-PP
44702,I-PP
44703,I-PP
44704,I-PP
44705,I-PP
44706,I-PP
44707,I-PP
44708,I-PP
44709,I-PP
44710,B-VP
44711,B-PP
44712,I-PP
44713,B-PP
44714,O
44715,B-VP
44716,B-ADJP
44717,B-NP
44718,I-NP
44719,B-PP
44720,I-PP
44721,I-PP
44722,B-NP
44723,B-VP
44724,B-NP
44725,I-NP
44726,B-PP
44727,I-PP
44728,B-NP
44729,I-NP
44730,I-NP
44731,B-NP
44732,B-NP
44733,I-NP
44734,B-ADVP
44735,B-VP
44736,I-VP
44737,I-VP
44738,O
44739,B-NP
44740,I-NP
44741,B-PP
44742,I-PP
44743,I-PP
44744,B-VP
44745,I-VP
44746,I-VP
44747,O
44748,B-NP
44749,B-VP
44750,B-PP
44751,I-PP
44752,I-PP
44753,B-PP
44754,I-PP
44755,I-PP
44756,O
44757,B-VP
44758,B-ADJP
44759,B-NP
44760,I-NP
44761,B-PP
44762,I-PP
44763,I-PP
44764,B-NP
44765,B-VP
44766,B-NP
44767,I-NP
44768,B-PP
44769,I-PP
44770,B-NP
44771,I-NP
44772,I-NP
44773,B-NP
44774,B-NP
44775,I-NP
44776,B-ADVP
44777,B-VP
44778,I-VP
44779,I-VP
44780,O
44781,B-NP
44782,I-NP
44783,B-PP
44784,I-PP
44785,I-PP
44786,B-VP
44787,I-VP
44788,I-VP
44789,O
44790,B-NP
44791,B-VP
44792,B-PP
44793,I-PP
44794,I-PP
44795,B-PP
44796,I-PP
44797,I-PP
44798,O
44799,B-VP
44800,B-ADJP
44801,B-NP
44802,I-NP
44803,B-PP
44804,I-PP
44805,I-PP
44806,B-NP
44807,B-VP
44808,B-NP
44809,I-NP
44810,B-PP
44811,I-PP
44812,B-NP
44813,I-NP
44814,I-NP
44815,B-NP
44816,B-NP
44817,I-NP
44818,B-ADVP
44819,B-VP
44820,I-VP
44821,I-VP
44822,O
44823,B-NP
44824,I-NP
44825,B-PP
44826,I-PP
44827,I-PP
44828,B-VP
44829,I-VP
44830,I-VP
44831,O
44832,B-NP
44833,B-VP
44834,B-PP
44835,I-PP
44836,I-PP
44837,B-PP
44838,I-PP
44839,I-PP
44840,O
44841,B-VP
44842,B-ADJP
44843,B-NP
44844,I-NP
44845,B-PP
44846,I-PP
44847,I-PP
44848,B-NP
44849,B-VP
44850,B-NP
44851,I-NP
44852,B-PP
44853,I-PP
44854,B-NP
44855,I-NP
44856,I-NP
44857,B-NP
44858,B-NP
44859,I-NP
44860,B-ADVP
44861,B-VP
44862,I-VP
44863,I-VP
44864,O
44865,B-NP
44866,I-NP
44867,B-PP
44868,I-PP
44869,I-PP
44870,B-VP
44871,I-VP
44872,I-VP
44873,O
44874,B-NP
44875,B-VP
44876,B-PP
44877,I-PP
44878,I-PP
44879,B-PP
44880,I-PP
44881,I-PP
44882,O
44883,B-NP
44884,I-NP
44885,B-VP
44886,I-VP
44887,I-VP
44888,B-NP
44889,B-NP
44890,I-NP
44891,O
44892,B-VP
44893,B-PP
44894,I-PP
44895,I-PP
44896,O
44897,B-VP
44898,O
44899,B-NP
44900,I-NP
44901,B-PP
44902,I-PP
44903,I-PP
44904,B-VP
44905,B-NP
44906,I-NP
44907,O
44908,B-NP
44909,I-NP
44910,B-VP
44911,I-VP
44912,I-VP
44913,B-NP
44914,B-NP
44915,I-NP
44916,O
44917,B-VP
44918,B-PP
44919,I-PP
44920,I-PP
44921,O
44922,B-VP
44923,O
44924,B-NP
44925,I-NP
44926,B-PP
44927,I-PP
44928,I-PP
44929,B-VP
44930,B-NP
44931,I-NP
44932,O
44933,B-NP
44934,I-NP
44935,B-VP
44936,I-VP
44937,I-VP
44938,B-NP
44939,B-NP
44940,I-NP
44941,O
44942,B-VP
44943,B-PP
44944,I-PP
44945,I-PP
44946,O
44947,B-VP
44948,O
44949,B-NP
44950,I-NP
44951,B-PP
44952,I-PP
44953,I-PP
44954,B-VP
44955,B-NP
44956,I-NP
44957,O
44958,B-PP
44959,I-PP
44960,I-PP
44961,O
44962,B-VP
44963,B-NP
44964,O
44965,B-NP
44966,O
44967,B-NP
44968,O
44969,B-NP
44970,O
44971,B-NP
44972,O
44973,B-PP
44974,I-PP
44975,I-PP
44976,O
44977,B-VP
44978,B-NP
44979,O
44980,B-NP
44981,O
44982,B-NP
44983,O
44984,B-NP
44985,O
44986,B-NP
44987,O
44988,B-NP
44989,I-NP
44990,B-VP
44991,I-VP
44992,B-PP
44993,I-PP
44994,I-PP
44995,I-PP
44996,I-PP
44997,O
44998,B-PP
44999,I-PP
45000,I-PP
45001,I-PP
45002,I-PP
45003,I-PP
45004,O
45005,O
45006,B-VP
45007,B-NP
45008,I-NP
45009,B-PP
45010,I-PP
45011,I-PP
45012,I-PP
45013,O
45014,B-NP
45015,I-NP
45016,B-VP
45017,I-VP
45018,B-PP
45019,I-PP
45020,I-PP
45021,I-PP
45022,I-PP
45023,O
45024,B-PP
45025,I-PP
45026,I-PP
45027,I-PP
45028,I-PP
45029,I-PP
45030,O
45031,O
45032,B-VP
45033,B-NP
45034,I-NP
45035,B-PP
45036,I-PP
45037,I-PP
45038,I-PP
45039,O
45040,B-NP
45041,I-NP
45042,B-VP
45043,B-NP
45044,B-PP
45045,I-PP
45046,I-PP
45047,O
45048,B-NP
45049,I-NP
45050,B-PP
45051,I-PP
45052,O
45053,B-NP
45054,I-NP
45055,B-PP
45056,I-PP
45057,O
45058,B-NP
45059,I-NP
45060,B-PP
45061,I-PP
45062,I-PP
45063,O
45064,B-PP
45065,I-PP
45066,O
45067,B-NP
45068,I-NP
45069,B-VP
45070,B-NP
45071,I-NP
45072,I-NP
45073,O
45074,O
45075,B-VP
45076,B-NP
45077,I-NP
45078,B-PP
45079,B-VP
45080,B-NP
45081,I-NP
45082,B-VP
45083,B-NP
45084,I-NP
45085,I-NP
45086,O
45087,O
45088,B-VP
45089,B-NP
45090,I-NP
45091,B-PP
45092,B-VP
45093,B-NP
45094,O
45095,B-NP
45096,B-VP
45097,B-ADVP
45098,O
45099,B-VP
45100,B-NP
45101,O
45102,B-NP
45103,B-NP
45104,O
45105,B-NP
45106,B-VP
45107,B-ADVP
45108,O
45109,B-VP
45110,B-NP
45111,O
45112,B-NP
45113,B-NP
45114,I-NP
45115,B-ADVP
45116,B-NP
45117,B-VP
45118,B-PP
45119,I-PP
45120,I-PP
45121,B-PP
45122,I-PP
45123,I-PP
45124,I-PP
45125,I-PP
45126,I-PP
45127,B-NP
45128,I-NP
45129,I-NP
45130,I-NP
45131,B-PP
45132,I-PP
45133,I-PP
45134,B-NP
45135,B-VP
45136,O
45137,B-NP
45138,I-NP
45139,B-ADVP
45140,B-VP
45141,B-NP
45142,I-NP
45143,O
45144,O
45145,O
45146,B-NP
45147,I-NP
45148,B-PP
45149,I-PP
45150,B-ADVP
45151,B-VP
45152,I-VP
45153,B-PP
45154,I-PP
45155,O
45156,B-NP
45157,I-NP
45158,I-NP
45159,I-NP
45160,B-PP
45161,I-PP
45162,I-PP
45163,B-NP
45164,B-VP
45165,O
45166,B-NP
45167,I-NP
45168,B-ADVP
45169,B-VP
45170,B-NP
45171,I-NP
45172,O
45173,O
45174,O
45175,B-NP
45176,I-NP
45177,B-PP
45178,I-PP
45179,B-ADVP
45180,B-VP
45181,I-VP
45182,B-PP
45183,I-PP
45184,O
45185,B-NP
45186,I-NP
45187,I-NP
45188,I-NP
45189,B-PP
45190,I-PP
45191,I-PP
45192,B-NP
45193,B-VP
45194,O
45195,B-NP
45196,I-NP
45197,B-ADVP
45198,B-VP
45199,B-NP
45200,I-NP
45201,O
45202,O
45203,O
45204,B-NP
45205,I-NP
45206,B-PP
45207,I-PP
45208,B-ADVP
45209,B-VP
45210,I-VP
45211,B-PP
45212,I-PP
45213,O
45214,B-NP
45215,B-VP
45216,O
45217,B-NP
45218,I-NP
45219,I-NP
45220,B-PP
45221,I-PP
45222,I-PP
45223,B-ADVP
45224,B-VP
45225,I-VP
45226,B-NP
45227,I-NP
45228,I-NP
45229,B-VP
45230,B-PP
45231,I-PP
45232,I-PP
45233,O
45234,B-NP
45235,B-VP
45236,O
45237,B-NP
45238,I-NP
45239,I-NP
45240,B-PP
45241,I-PP
45242,I-PP
45243,B-ADVP
45244,B-VP
45245,I-VP
45246,B-NP
45247,I-NP
45248,I-NP
45249,B-VP
45250,B-PP
45251,I-PP
45252,I-PP
45253,O
45254,B-NP
45255,I-NP
45256,O
45257,B-ADVP
45258,O
45259,B-VP
45260,I-VP
45261,B-NP
45262,I-NP
45263,I-NP
45264,B-PP
45265,I-PP
45266,I-PP
45267,O
45268,B-NP
45269,O
45270,B-NP
45271,B-VP
45272,I-VP
45273,B-PP
45274,I-PP
45275,I-PP
45276,B-NP
45277,O
45278,B-NP
45279,B-VP
45280,B-PP
45281,I-PP
45282,I-PP
45283,I-PP
45284,I-PP
45285,I-PP
45286,I-PP
45287,I-PP
45288,B-PP
45289,I-PP
45290,B-ADVP
45291,B-VP
45292,B-PP
45293,I-PP
45294,I-PP
45295,I-PP
45296,B-NP
45297,I-NP
45298,I-NP
45299,O
45300,B-NP
45301,I-NP
45302,I-NP
45303,O
45304,B-NP
45305,I-NP
45306,I-NP
45307,B-PP
45308,I-PP
45309,B-VP
45310,B-NP
45311,I-NP
45312,B-NP
45313,B-VP
45314,B-NP
45315,I-NP
45316,I-NP
45317,I-NP
45318,B-PP
45319,B-NP
45320,O
45321,B-ADJP
45322,O
45323,B-NP
45324,B-VP
45325,B-ADJP
45326,O
45327,B-NP
45328,I-NP
45329,B-PP
45330,I-PP
45331,I-PP
45332,O
45333,B-NP
45334,I-NP
45335,B-PP
45336,I-PP
45337,I-PP
45338,B-NP
45339,B-VP
45340,B-NP
45341,I-NP
45342,I-NP
45343,B-PP
45344,I-PP
45345,I-PP
45346,O
45347,O
45348,B-VP
45349,B-NP
45350,B-VP
45351,B-PP
45352,I-PP
45353,I-PP
45354,I-PP
45355,I-PP
45356,I-PP
45357,O
45358,O
45359,B-ADVP
45360,B-VP
45361,B-VP
45362,B-ADJP
45363,B-PP
45364,B-VP
45365,B-NP
45366,O
45367,O
45368,B-VP
45369,B-NP
45370,O
45371,O
45372,B-VP
45373,B-NP
45374,B-VP
45375,B-PP
45376,I-PP
45377,I-PP
45378,I-PP
45379,I-PP
45380,I-PP
45381,O
45382,O
45383,B-ADVP
45384,B-VP
45385,B-VP
45386,B-ADJP
45387,B-PP
45388,B-VP
45389,B-NP
45390,O
45391,O
45392,B-VP
45393,B-NP
45394,O
45395,O
45396,B-VP
45397,B-NP
45398,B-VP
45399,B-PP
45400,I-PP
45401,I-PP
45402,I-PP
45403,I-PP
45404,I-PP
45405,O
45406,O
45407,B-ADVP
45408,B-VP
45409,B-VP
45410,B-ADJP
45411,B-PP
45412,B-VP
45413,B-NP
45414,O
45415,O
45416,B-VP
45417,B-NP
45418,O
45419,O
45420,B-VP
45421,B-NP
45422,I-NP
45423,O
45424,B-NP
45425,I-NP
45426,B-PP
45427,I-PP
45428,I-PP
45429,O
45430,B-VP
45431,I-VP
45432,B-ADVP
45433,O
45434,B-NP
45435,I-NP
45436,I-NP
45437,I-NP
45438,B-VP
45439,B-ADJP
45440,O
45441,O
45442,B-VP
45443,B-NP
45444,I-NP
45445,O
45446,B-NP
45447,I-NP
45448,B-PP
45449,I-PP
45450,I-PP
45451,O
45452,B-VP
45453,I-VP
45454,B-ADVP
45455,O
45456,B-NP
45457,I-NP
45458,I-NP
45459,I-NP
45460,B-VP
45461,B-ADJP
45462,O
45463,B-VP
45464,B-ADJP
45465,B-VP
45466,B-ADVP
45467,B-NP
45468,I-NP
45469,O
45470,B-VP
45471,B-ADVP
45472,B-PP
45473,I-PP
45474,B-NP
45475,I-NP
45476,I-NP
45477,B-NP
45478,I-NP
45479,I-NP
45480,B-PP
45481,I-PP
45482,I-PP
45483,I-PP
45484,I-PP
45485,I-PP
45486,I-PP
45487,I-PP
45488,B-VP
45489,B-NP
45490,B-PP
45491,I-PP
45492,I-PP
45493,I-PP
45494,B-PP
45495,I-PP
45496,I-PP
45497,I-PP
45498,O
45499,B-VP
45500,I-VP
45501,B-NP
45502,I-NP
45503,I-NP
45504,I-NP
45505,O
45506,B-NP
45507,I-NP
45508,B-VP
45509,B-PP
45510,I-PP
45511,I-PP
45512,I-PP
45513,I-PP
45514,I-PP
45515,I-PP
45516,I-PP
45517,I-PP
45518,O
45519,B-VP
45520,I-VP
45521,B-PP
45522,I-PP
45523,I-PP
45524,O
45525,B-NP
45526,I-NP
45527,B-VP
45528,B-PP
45529,I-PP
45530,I-PP
45531,I-PP
45532,I-PP
45533,I-PP
45534,I-PP
45535,I-PP
45536,I-PP
45537,O
45538,B-VP
45539,I-VP
45540,B-PP
45541,I-PP
45542,I-PP
45543,O
45544,B-NP
45545,I-NP
45546,B-VP
45547,B-NP
45548,I-NP
45549,B-NP
45550,I-NP
45551,B-PP
45552,I-PP
45553,I-PP
45554,B-VP
45555,B-ADVP
45556,O
45557,B-PP
45558,I-PP
45559,I-PP
45560,I-PP
45561,I-PP
45562,I-PP
45563,B-NP
45564,I-NP
45565,I-NP
45566,I-NP
45567,I-NP
45568,B-VP
45569,B-NP
45570,I-NP
45571,O
45572,B-NP
45573,I-NP
45574,B-PP
45575,I-PP
45576,I-PP
45577,B-VP
45578,B-ADVP
45579,O
45580,B-PP
45581,I-PP
45582,I-PP
45583,I-PP
45584,I-PP
45585,I-PP
45586,B-NP
45587,I-NP
45588,I-NP
45589,I-NP
45590,I-NP
45591,B-VP
45592,B-NP
45593,I-NP
45594,O
45595,B-NP
45596,I-NP
45597,B-NP
45598,B-VP
45599,B-NP
45600,I-NP
45601,I-NP
45602,B-NP
45603,O
45604,B-NP
45605,B-NP
45606,I-NP
45607,B-ADVP
45608,B-VP
45609,O
45610,O
45611,O
45612,B-NP
45613,I-NP
45614,B-VP
45615,I-VP
45616,B-PP
45617,I-PP
45618,I-PP
45619,I-PP
45620,I-PP
45621,I-PP
45622,O
45623,B-NP
45624,I-NP
45625,B-NP
45626,B-VP
45627,B-NP
45628,I-NP
45629,I-NP
45630,B-NP
45631,O
45632,B-NP
45633,B-NP
45634,I-NP
45635,B-ADVP
45636,B-VP
45637,O
45638,O
45639,O
45640,B-NP
45641,I-NP
45642,B-VP
45643,I-VP
45644,B-PP
45645,I-PP
45646,I-PP
45647,I-PP
45648,I-PP
45649,I-PP
45650,O
45651,B-NP
45652,I-NP
45653,B-NP
45654,B-VP
45655,B-NP
45656,I-NP
45657,I-NP
45658,B-NP
45659,O
45660,B-NP
45661,B-NP
45662,I-NP
45663,B-ADVP
45664,B-VP
45665,O
45666,O
45667,O
45668,B-NP
