,FUNC+1,FUNC+2,FUNC+3,FUNC-1,FUNC-2,FUNC-3
24640,SC,PU,CJT,SUBJ,SUB,STA
24641,PU,CJT,CO,N<,SUBJ,SUB
24642,CJT,CO,CJT,SC,N<,SUBJ
24643,CO,CJT,PU,PU,SC,N<
24644,CJT,PU,ADVL,CJT,PU,SC
24645,PU,ADVL,>N,CO,CJT,PU
24646,ADVL,>N,ACC,CJT,CO,CJT
24647,>N,ACC,N<,PU,CJT,CO
24648,ACC,N<,>N,ADVL,PU,CJT
24649,N<,>N,P<,>N,ADVL,PU
24650,>N,P<,N<ARGO,ACC,>N,ADVL
24651,P<,N<ARGO,>N,N<,ACC,>N
24652,N<ARGO,>N,P<,>N,N<,ACC
24653,>N,P<,PU,P<,>N,N<
24654,P<,PU,ACC,N<ARGO,P<,>N
24655,PU,ACC,ADVL,>N,N<ARGO,P<
24656,ACC,ADVL,KOMP<,P<,>N,N<ARGO
24657,ADVL,KOMP<,ADVL,PU,P<,>N
24658,KOMP<,ADVL,PU,ACC,PU,P<
24659,ADVL,PU,ACC,ADVL,ACC,PU
24660,PU,ACC,>N,KOMP<,ADVL,ACC
24661,ACC,>N,ACC,ADVL,KOMP<,ADVL
24662,>N,ACC,ADVL,PU,ADVL,KOMP<
24663,ACC,ADVL,>N,ACC,PU,ADVL
24664,ADVL,>N,P<,>N,ACC,PU
24665,>N,P<,N<ARGO,ACC,>N,ACC
24666,P<,N<ARGO,>N,ADVL,ACC,>N
24667,N<ARGO,>N,P<,>N,ADVL,ACC
24668,>N,P<,PU,P<,>N,ADVL
24669,P<,PU,,N<ARGO,P<,>N
24670,PU,,,>N,N<ARGO,P<
24671,,,,P<,>N,N<ARGO
24672,PU,CJT,PU,,,
24673,CJT,PU,CJT,SUBJ,,
24674,PU,CJT,CO,PU,SUBJ,
24675,CJT,CO,>N,CJT,PU,SUBJ
24676,CO,>N,>N,PU,CJT,PU
24677,>N,>N,PU,CJT,PU,CJT
24678,>N,PU,CJT,CO,CJT,PU
24679,PU,CJT,PU,>N,CO,CJT
24680,CJT,PU,PU,>N,>N,CO
24681,PU,PU,N<PRED,PU,>N,>N
24682,PU,N<PRED,N<,CJT,PU,>N
24683,N<PRED,N<,A<,PU,CJT,PU
24684,N<,A<,>N,PU,PU,CJT
24685,A<,>N,P<,N<PRED,PU,PU
24686,>N,P<,PU,N<,N<PRED,PU
24687,P<,PU,STA,A<,N<,N<PRED
24688,PU,STA,SUB,>N,A<,N<
24689,STA,SUB,>N,P<,>N,A<
24690,SUB,>N,SUBJ,PU,P<,>N
24691,>N,SUBJ,N<,STA,PU,P<
24692,SUBJ,N<,>N,SUB,STA,PU
24693,N<,>N,P<,>N,SUB,STA
24694,>N,P<,N<,SUBJ,>N,SUB
24695,P<,N<,ACC,N<,SUBJ,>N
24696,N<,ACC,ADVL,>N,N<,SUBJ
24697,ACC,ADVL,>N,P<,>N,N<
24698,ADVL,>N,P<,N<,P<,>N
24699,>N,P<,N<,ACC,N<,P<
24700,P<,N<,PU,ADVL,ACC,N<
24701,N<,PU,,>N,ADVL,ACC
24702,PU,,,P<,>N,ADVL
24703,,,,N<,P<,>N
24704,PU,CJT,PU,,,
24705,CJT,PU,CJT,SUBJ,,
24706,PU,CJT,CO,PU,SUBJ,
24707,CJT,CO,>N,CJT,PU,SUBJ
24708,CO,>N,>N,PU,CJT,PU
24709,>N,>N,PU,CJT,PU,CJT
24710,>N,PU,CJT,CO,CJT,PU
24711,PU,CJT,PU,>N,CO,CJT
24712,CJT,PU,PU,>N,>N,CO
24713,PU,PU,N<PRED,PU,>N,>N
24714,PU,N<PRED,N<,CJT,PU,>N
24715,N<PRED,N<,A<,PU,CJT,PU
24716,N<,A<,>N,PU,PU,CJT
24717,A<,>N,P<,N<PRED,PU,PU
24718,>N,P<,PU,N<,N<PRED,PU
24719,P<,PU,STA,A<,N<,N<PRED
24720,PU,STA,SUB,>N,A<,N<
24721,STA,SUB,>N,P<,>N,A<
24722,SUB,>N,SUBJ,PU,P<,>N
24723,>N,SUBJ,N<,STA,PU,P<
24724,SUBJ,N<,>N,SUB,STA,PU
24725,N<,>N,P<,>N,SUB,STA
24726,>N,P<,N<,SUBJ,>N,SUB
24727,P<,N<,ACC,N<,SUBJ,>N
24728,N<,ACC,ADVL,>N,N<,SUBJ
24729,ACC,ADVL,>N,P<,>N,N<
24730,ADVL,>N,P<,N<,P<,>N
24731,>N,P<,N<,ACC,N<,P<
24732,P<,N<,PU,ADVL,ACC,N<
24733,N<,PU,,>N,ADVL,ACC
24734,PU,,,P<,>N,ADVL
24735,,,,N<,P<,>N
24736,>N,SUBJ,STA,,,
24737,SUBJ,STA,>N,>N,,
24738,STA,>N,ACC,>N,>N,
24739,>N,ACC,N<,SUBJ,>N,>N
24740,ACC,N<,A<,STA,SUBJ,>N
24741,N<,A<,>N,>N,STA,SUBJ
24742,A<,>N,P<,ACC,>N,STA
24743,>N,P<,PU,N<,ACC,>N
24744,P<,PU,SUBJ,A<,N<,ACC
24745,PU,SUBJ,N<PRED,>N,A<,N<
24746,SUBJ,N<PRED,>N,P<,>N,A<
24747,N<PRED,>N,ACC,PU,P<,>N
24748,>N,ACC,PU,SUBJ,PU,P<
24749,ACC,PU,,N<PRED,SUBJ,PU
24750,PU,,,>N,N<PRED,SUBJ
24751,,,,ACC,>N,N<PRED
24752,>N,SUBJ,STA,,,
24753,SUBJ,STA,>N,>N,,
24754,STA,>N,ACC,>N,>N,
24755,>N,ACC,N<,SUBJ,>N,>N
24756,ACC,N<,A<,STA,SUBJ,>N
24757,N<,A<,>N,>N,STA,SUBJ
24758,A<,>N,P<,ACC,>N,STA
24759,>N,P<,PU,N<,ACC,>N
24760,P<,PU,SUBJ,A<,N<,ACC
24761,PU,SUBJ,N<PRED,>N,A<,N<
24762,SUBJ,N<PRED,>N,P<,>N,A<
24763,N<PRED,>N,ACC,PU,P<,>N
24764,>N,ACC,PU,SUBJ,PU,P<
24765,ACC,PU,,N<PRED,SUBJ,PU
24766,PU,,,>N,N<PRED,SUBJ
24767,,,,ACC,>N,N<PRED
24768,>N,P<,N<,,,
24769,P<,N<,N<,ADVL,,
24770,N<,N<,P<,>N,ADVL,
24771,N<,P<,PU,P<,>N,ADVL
24772,P<,PU,>N,N<,P<,>N
24773,PU,>N,SUBJ,N<,N<,P<
24774,>N,SUBJ,STA,P<,N<,N<
24775,SUBJ,STA,>N,PU,P<,N<
24776,STA,>N,>N,>N,PU,P<
24777,>N,>N,ACC,SUBJ,>N,PU
24778,>N,ACC,PU,STA,SUBJ,>N
24779,ACC,PU,,>N,STA,SUBJ
24780,PU,,,>N,>N,STA
24781,,,,ACC,>N,>N
24782,STA,MV,ADVL,,,
24783,MV,ADVL,P<,SUBJ,,
24784,ADVL,P<,PU,STA,SUBJ,
24785,P<,PU,N<PRED,MV,STA,SUBJ
24786,PU,N<PRED,ADVL,ADVL,MV,STA
24787,N<PRED,ADVL,N<,P<,ADVL,MV
24788,ADVL,N<,MV,PU,P<,ADVL
24789,N<,MV,>N,N<PRED,PU,P<
24790,MV,>N,SUBJ,ADVL,N<PRED,PU
24791,>N,SUBJ,PU,N<,ADVL,N<PRED
24792,SUBJ,PU,ADVL,MV,N<,ADVL
24793,PU,ADVL,P<,>N,MV,N<
24794,ADVL,P<,N<,SUBJ,>N,MV
24795,P<,N<,>N,PU,SUBJ,>N
24796,N<,>N,P<,ADVL,PU,SUBJ
24797,>N,P<,PU,P<,ADVL,PU
24798,P<,PU,,N<,P<,ADVL
24799,PU,,,>N,N<,P<
24800,,,,P<,>N,N<
24801,SA,>N,>N,,,
24802,>N,>N,P<,ADVL,,
24803,>N,P<,PU,SA,ADVL,
24804,P<,PU,ADVL,>N,SA,ADVL
24805,PU,ADVL,>N,>N,>N,SA
24806,ADVL,>N,SUBJ,P<,>N,>N
24807,>N,SUBJ,STA,PU,P<,>N
24808,SUBJ,STA,ADVL,ADVL,PU,P<
24809,STA,ADVL,>N,>N,ADVL,PU
24810,ADVL,>N,ACC,SUBJ,>N,ADVL
24811,>N,ACC,PU,STA,SUBJ,>N
24812,ACC,PU,>N,ADVL,STA,SUBJ
24813,PU,>N,CJT,>N,ADVL,STA
24814,>N,CJT,N<,ACC,>N,ADVL
24815,CJT,N<,PU,PU,ACC,>N
24816,N<,PU,>N,>N,PU,ACC
24817,PU,>N,CJT,CJT,>N,PU
24818,>N,CJT,PU,N<,CJT,>N
24819,CJT,PU,>N,PU,N<,CJT
24820,PU,>N,CJT,>N,PU,N<
24821,>N,CJT,CO,CJT,>N,PU
24822,CJT,CO,CJT,PU,CJT,>N
24823,CO,CJT,N<,>N,PU,CJT
24824,CJT,N<,CO,CJT,>N,PU
24825,N<,CO,CJT,CO,CJT,>N
24826,CO,CJT,PU,CJT,CO,CJT
24827,CJT,PU,,N<,CJT,CO
24828,PU,,,CO,N<,CJT
24829,,,,CJT,CO,N<
24830,SUBJ,N<ARGO,P<,,,
24831,N<ARGO,P<,PU,>N,,
24832,P<,PU,ADVL,SUBJ,>N,
24833,PU,ADVL,P<,N<ARGO,SUBJ,>N
24834,ADVL,P<,MV,P<,N<ARGO,SUBJ
24835,P<,MV,PRED,PU,P<,N<ARGO
24836,MV,PRED,ADVL,ADVL,PU,P<
24837,PRED,ADVL,>N,P<,ADVL,PU
24838,ADVL,>N,P<,MV,P<,ADVL
24839,>N,P<,PU,PRED,MV,P<
24840,P<,PU,STA,ADVL,PRED,MV
24841,PU,STA,>N,>N,ADVL,PRED
24842,STA,>N,ACC,P<,>N,ADVL
24843,>N,ACC,PU,PU,P<,>N
24844,ACC,PU,,STA,PU,P<
24845,PU,,,>N,STA,PU
24846,,,,ACC,>N,STA
24847,SUBJ,N<ARGO,P<,,,
24848,N<ARGO,P<,PU,>N,,
24849,P<,PU,ADVL,SUBJ,>N,
24850,PU,ADVL,P<,N<ARGO,SUBJ,>N
24851,ADVL,P<,MV,P<,N<ARGO,SUBJ
24852,P<,MV,PRED,PU,P<,N<ARGO
24853,MV,PRED,ADVL,ADVL,PU,P<
24854,PRED,ADVL,>N,P<,ADVL,PU
24855,ADVL,>N,P<,MV,P<,ADVL
24856,>N,P<,PU,PRED,MV,P<
24857,P<,PU,STA,ADVL,PRED,MV
24858,PU,STA,>N,>N,ADVL,PRED
24859,STA,>N,ACC,P<,>N,ADVL
24860,>N,ACC,PU,PU,P<,>N
24861,ACC,PU,,STA,PU,P<
24862,PU,,,>N,STA,PU
24863,,,,ACC,>N,STA
24864,SUBJ,PU,ADVL,,,
24865,PU,ADVL,>A,>N,,
24866,ADVL,>A,N<,SUBJ,>N,
24867,>A,N<,CO,PU,SUBJ,>N
24868,N<,CO,CJT,ADVL,PU,SUBJ
24869,CO,CJT,PU,>A,ADVL,PU
24870,CJT,PU,STA,N<,>A,ADVL
24871,PU,STA,PRT-AUX,CO,N<,>A
24872,STA,PRT-AUX,MV,CJT,CO,N<
24873,PRT-AUX,MV,ADVL,PU,CJT,CO
24874,MV,ADVL,P<,STA,PU,CJT
24875,ADVL,P<,PU,PRT-AUX,STA,PU
24876,P<,PU,,MV,PRT-AUX,STA
24877,PU,,,ADVL,MV,PRT-AUX
24878,,,,P<,ADVL,MV
24879,SUBJ,STA,>N,,,
24880,STA,>N,ACC,>N,,
24881,>N,ACC,>A,SUBJ,>N,
24882,ACC,>A,N<,STA,SUBJ,>N
24883,>A,N<,PU,>N,STA,SUBJ
24884,N<,PU,,ACC,>N,STA
24885,PU,,,>A,ACC,>N
24886,,,,N<,>A,ACC
24887,ADVL,>N,P<,,,
24888,>N,P<,CO,STA,,
24889,P<,CO,>N,ADVL,STA,
24890,CO,>N,CJT,>N,ADVL,STA
24891,>N,CJT,PU,P<,>N,ADVL
24892,CJT,PU,,CO,P<,>N
24893,PU,,,>N,CO,P<
24894,,,,CJT,>N,CO
24895,SUBJ,N<,STA,,,
24896,N<,STA,ACC,>N,,
24897,STA,ACC,>N,SUBJ,>N,
24898,ACC,>N,>N,N<,SUBJ,>N
24899,>N,>N,ACC,STA,N<,SUBJ
24900,>N,ACC,PU,ACC,STA,N<
24901,ACC,PU,,>N,ACC,STA
24902,PU,,,>N,>N,ACC
24903,,,,ACC,>N,>N
24904,STA,ADVL,ACC,,,
24905,ADVL,ACC,SUBJ,ADVL,,
24906,ACC,SUBJ,N<,STA,ADVL,
24907,SUBJ,N<,ADVL,ADVL,STA,ADVL
24908,N<,ADVL,P<,ACC,ADVL,STA
24909,ADVL,P<,ADVL,SUBJ,ACC,ADVL
24910,P<,ADVL,>N,N<,SUBJ,ACC
24911,ADVL,>N,ACC,ADVL,N<,SUBJ
24912,>N,ACC,N<,P<,ADVL,N<
24913,ACC,N<,P<,ADVL,P<,ADVL
24914,N<,P<,N<,>N,ADVL,P<
24915,P<,N<,PU,ACC,>N,ADVL
24916,N<,PU,ADVL,N<,ACC,>N
24917,PU,ADVL,N<PRED,P<,N<,ACC
24918,ADVL,N<PRED,>N,N<,P<,N<
24919,N<PRED,>N,SUBJ,PU,N<,P<
24920,>N,SUBJ,N<,ADVL,PU,N<
24921,SUBJ,N<,>N,N<PRED,ADVL,PU
24922,N<,>N,P<,>N,N<PRED,ADVL
24923,>N,P<,CO,SUBJ,>N,N<PRED
24924,P<,CO,CJT,N<,SUBJ,>N
24925,CO,CJT,>N,>N,N<,SUBJ
24926,CJT,>N,SUBJ,P<,>N,N<
24927,>N,SUBJ,N<,CO,P<,>N
24928,SUBJ,N<,>N,CJT,CO,P<
24929,N<,>N,P<,>N,CJT,CO
24930,>N,P<,N<,SUBJ,>N,CJT
24931,P<,N<,N<,N<,SUBJ,>N
24932,N<,N<,PU,>N,N<,SUBJ
24933,N<,PU,,P<,>N,N<
24934,PU,,,N<,P<,>N
24935,,,,N<,N<,P<
24936,STA,ADVL,ACC,,,
24937,ADVL,ACC,SUBJ,ADVL,,
24938,ACC,SUBJ,N<,STA,ADVL,
24939,SUBJ,N<,ADVL,ADVL,STA,ADVL
24940,N<,ADVL,P<,ACC,ADVL,STA
24941,ADVL,P<,ADVL,SUBJ,ACC,ADVL
24942,P<,ADVL,>N,N<,SUBJ,ACC
24943,ADVL,>N,ACC,ADVL,N<,SUBJ
24944,>N,ACC,N<,P<,ADVL,N<
24945,ACC,N<,P<,ADVL,P<,ADVL
24946,N<,P<,N<,>N,ADVL,P<
24947,P<,N<,PU,ACC,>N,ADVL
24948,N<,PU,ADVL,N<,ACC,>N
24949,PU,ADVL,N<PRED,P<,N<,ACC
24950,ADVL,N<PRED,>N,N<,P<,N<
24951,N<PRED,>N,SUBJ,PU,N<,P<
24952,>N,SUBJ,N<,ADVL,PU,N<
24953,SUBJ,N<,>N,N<PRED,ADVL,PU
24954,N<,>N,P<,>N,N<PRED,ADVL
24955,>N,P<,CO,SUBJ,>N,N<PRED
24956,P<,CO,CJT,N<,SUBJ,>N
24957,CO,CJT,>N,>N,N<,SUBJ
24958,CJT,>N,SUBJ,P<,>N,N<
24959,>N,SUBJ,N<,CO,P<,>N
24960,SUBJ,N<,>N,CJT,CO,P<
24961,N<,>N,P<,>N,CJT,CO
24962,>N,P<,N<,SUBJ,>N,CJT
24963,P<,N<,N<,N<,SUBJ,>N
24964,N<,N<,PU,>N,N<,SUBJ
24965,N<,PU,,P<,>N,N<
24966,PU,,,N<,P<,>N
24967,,,,N<,N<,P<
24968,A<,>N,>N,,,
24969,>N,>N,P<,ADVL,,
24970,>N,P<,N<,A<,ADVL,
24971,P<,N<,PU,>N,A<,ADVL
24972,N<,PU,>N,>N,>N,A<
24973,PU,>N,SUBJ,P<,>N,>N
24974,>N,SUBJ,N<ARG,N<,P<,>N
24975,SUBJ,N<ARG,>N,PU,N<,P<
24976,N<ARG,>N,P<,>N,PU,N<
24977,>N,P<,N<,SUBJ,>N,PU
24978,P<,N<,N<ARGO,N<ARG,SUBJ,>N
24979,N<,N<ARGO,>N,>N,N<ARG,SUBJ
24980,N<ARGO,>N,P<,P<,>N,N<ARG
24981,>N,P<,N<,N<,P<,>N
24982,P<,N<,>N,N<ARGO,N<,P<
24983,N<,>N,>N,>N,N<ARGO,N<
24984,>N,>N,P<,P<,>N,N<ARGO
24985,>N,P<,N<,N<,P<,>N
24986,P<,N<,>N,>N,N<,P<
24987,N<,>N,P<,>N,>N,N<
24988,>N,P<,N<,P<,>N,>N
24989,P<,N<,STA,N<,P<,>N
24990,N<,STA,ACC,>N,N<,P<
24991,STA,ACC,N<,P<,>N,N<
24992,ACC,N<,N<,N<,P<,>N
24993,N<,N<,ADVL,STA,N<,P<
24994,N<,ADVL,>N,ACC,STA,N<
24995,ADVL,>N,P<,N<,ACC,STA
24996,>N,P<,N<,N<,N<,ACC
24997,P<,N<,PU,ADVL,N<,N<
24998,N<,PU,,>N,ADVL,N<
24999,PU,,,P<,>N,ADVL
25000,,,,N<,P<,>N
25001,SC,SUBJ,PU,,,
25002,SUBJ,PU,ADVL,STA,,
25003,PU,ADVL,PU,SC,STA,
25004,ADVL,PU,ADVL,SUBJ,SC,STA
25005,PU,ADVL,>N,PU,SUBJ,SC
25006,ADVL,>N,P<,ADVL,PU,SUBJ
25007,>N,P<,N<,PU,ADVL,PU
25008,P<,N<,N<,ADVL,PU,ADVL
25009,N<,N<,>N,>N,ADVL,PU
25010,N<,>N,P<,P<,>N,ADVL
25011,>N,P<,N<ARGO,N<,P<,>N
25012,P<,N<ARGO,P<,N<,N<,P<
25013,N<ARGO,P<,N<,>N,N<,N<
25014,P<,N<,PU,P<,>N,N<
25015,N<,PU,ACC,N<ARGO,P<,>N
25016,PU,ACC,>N,P<,N<ARGO,P<
25017,ACC,>N,SUBJ,N<,P<,N<ARGO
25018,>N,SUBJ,N<,PU,N<,P<
25019,SUBJ,N<,N<,ACC,PU,N<
25020,N<,N<,P<,>N,ACC,PU
25021,N<,P<,CO,SUBJ,>N,ACC
25022,P<,CO,CJT,N<,SUBJ,>N
25023,CO,CJT,SUBJ,N<,N<,SUBJ
25024,CJT,SUBJ,>N,P<,N<,N<
25025,SUBJ,>N,P<,CO,P<,N<
25026,>N,P<,N<,CJT,CO,P<
25027,P<,N<,>N,SUBJ,CJT,CO
25028,N<,>N,P<,>N,SUBJ,CJT
25029,>N,P<,N<,P<,>N,SUBJ
25030,P<,N<,N<,N<,P<,>N
25031,N<,N<,A<ARG,>N,N<,P<
25032,N<,A<ARG,>N,P<,>N,N<
25033,A<ARG,>N,P<,N<,P<,>N
25034,>N,P<,N<ARGO,N<,N<,P<
25035,P<,N<ARGO,>N,A<ARG,N<,N<
25036,N<ARGO,>N,P<,>N,A<ARG,N<
25037,>N,P<,N<,P<,>N,A<ARG
25038,P<,N<,ADVL,N<ARGO,P<,>N
25039,N<,ADVL,ADVL,>N,N<ARGO,P<
25040,ADVL,ADVL,>N,P<,>N,N<ARGO
25041,ADVL,>N,P<,N<,P<,>N
25042,>N,P<,N<,ADVL,N<,P<
25043,P<,N<,P<,ADVL,ADVL,N<
25044,N<,P<,PU,>N,ADVL,ADVL
25045,P<,PU,,P<,>N,ADVL
25046,PU,,,N<,P<,>N
25047,,,,P<,N<,P<
25048,STA,PIV,>N,,,
25049,PIV,>N,P<,SUBJ,,
25050,>N,P<,N<,STA,SUBJ,
25051,P<,N<,P<,PIV,STA,SUBJ
25052,N<,P<,N<,>N,PIV,STA
25053,P<,N<,P<,P<,>N,PIV
25054,N<,P<,PU,N<,P<,>N
25055,P<,PU,N<PRED,P<,N<,P<
25056,PU,N<PRED,PU,N<,P<,N<
25057,N<PRED,PU,PU,P<,N<,P<
25058,PU,PU,CO,PU,P<,N<
25059,PU,CO,ADVL,N<PRED,PU,P<
25060,CO,ADVL,CJT,PU,N<PRED,PU
25061,ADVL,CJT,MV,PU,PU,N<PRED
25062,CJT,MV,ACC,CO,PU,PU
25063,MV,ACC,PU,ADVL,CO,PU
25064,ACC,PU,,CJT,ADVL,CO
25065,PU,,,MV,CJT,ADVL
25066,,,,ACC,MV,CJT
25067,STA,PIV,>N,,,
25068,PIV,>N,P<,SUBJ,,
25069,>N,P<,N<,STA,SUBJ,
25070,P<,N<,P<,PIV,STA,SUBJ
25071,N<,P<,N<,>N,PIV,STA
25072,P<,N<,P<,P<,>N,PIV
25073,N<,P<,PU,N<,P<,>N
25074,P<,PU,N<PRED,P<,N<,P<
25075,PU,N<PRED,PU,N<,P<,N<
25076,N<PRED,PU,PU,P<,N<,P<
25077,PU,PU,CO,PU,P<,N<
25078,PU,CO,ADVL,N<PRED,PU,P<
25079,CO,ADVL,CJT,PU,N<PRED,PU
25080,ADVL,CJT,MV,PU,PU,N<PRED
25081,CJT,MV,ACC,CO,PU,PU
25082,MV,ACC,PU,ADVL,CO,PU
25083,ACC,PU,,CJT,ADVL,CO
25084,PU,,,MV,CJT,ADVL
25085,,,,ACC,MV,CJT
25086,ADVL,STA,PIV,,,
25087,STA,PIV,>N,PU,,
25088,PIV,>N,P<,ADVL,PU,
25089,>N,P<,PU,STA,ADVL,PU
25090,P<,PU,,PIV,STA,ADVL
25091,PU,,,>N,PIV,STA
25092,,,,P<,>N,PIV
25093,SUB,ADVL,ACC,,,
25094,ADVL,ACC,ACC,ACC,,
25095,ACC,ACC,N<,SUB,ACC,
25096,ACC,N<,PU,ADVL,SUB,ACC
25097,N<,PU,PU,ACC,ADVL,SUB
25098,PU,PU,STA,ACC,ACC,ADVL
25099,PU,STA,PU,N<,ACC,ACC
25100,STA,PU,,PU,N<,ACC
25101,PU,,,PU,PU,N<
25102,,,,STA,PU,PU
25103,SUB,ADVL,ACC,,,
25104,ADVL,ACC,ACC,ACC,,
25105,ACC,ACC,N<,SUB,ACC,
25106,ACC,N<,PU,ADVL,SUB,ACC
25107,N<,PU,PU,ACC,ADVL,SUB
25108,PU,PU,STA,ACC,ACC,ADVL
25109,PU,STA,PU,N<,ACC,ACC
25110,STA,PU,,PU,N<,ACC
25111,PU,,,PU,PU,N<
25112,,,,STA,PU,PU
25113,SUB,ADVL,ACC,,,
25114,ADVL,ACC,ACC,ACC,,
25115,ACC,ACC,N<,SUB,ACC,
25116,ACC,N<,PU,ADVL,SUB,ACC
25117,N<,PU,PU,ACC,ADVL,SUB
25118,PU,PU,STA,ACC,ACC,ADVL
25119,PU,STA,PU,N<,ACC,ACC
25120,STA,PU,,PU,N<,ACC
25121,PU,,,PU,PU,N<
25122,,,,STA,PU,PU
25123,P<,SUBJ,ADVL,,,
25124,SUBJ,ADVL,STA,ADVL,,
25125,ADVL,STA,MV,P<,ADVL,
25126,STA,MV,PU,SUBJ,P<,ADVL
25127,MV,PU,,ADVL,SUBJ,P<
25128,PU,,,STA,ADVL,SUBJ
25129,,,,MV,STA,ADVL
25130,>N,SUBJ,STA,,,
25131,SUBJ,STA,ACC,PU,,
25132,STA,ACC,>N,>N,PU,
25133,ACC,>N,>N,SUBJ,>N,PU
25134,>N,>N,ACC,STA,SUBJ,>N
25135,>N,ACC,CO,ACC,STA,SUBJ
25136,ACC,CO,CJT,>N,ACC,STA
25137,CO,CJT,>N,>N,>N,ACC
25138,CJT,>N,ACC,ACC,>N,>N
25139,>N,ACC,PU,CO,ACC,>N
25140,ACC,PU,,CJT,CO,ACC
25141,PU,,,>N,CJT,CO
25142,,,,ACC,>N,CJT
25143,>N,SUBJ,STA,,,
25144,SUBJ,STA,ACC,PU,,
25145,STA,ACC,>N,>N,PU,
25146,ACC,>N,>N,SUBJ,>N,PU
25147,>N,>N,ACC,STA,SUBJ,>N
25148,>N,ACC,CO,ACC,STA,SUBJ
25149,ACC,CO,CJT,>N,ACC,STA
25150,CO,CJT,>N,>N,>N,ACC
25151,CJT,>N,ACC,ACC,>N,>N
25152,>N,ACC,PU,CO,ACC,>N
25153,ACC,PU,,CJT,CO,ACC
25154,PU,,,>N,CJT,CO
25155,,,,ACC,>N,CJT
25156,STA,SUB,ACC,,,
25157,SUB,ACC,>N,SUBJ,,
25158,ACC,>N,ACC,STA,SUBJ,
25159,>N,ACC,N<,SUB,STA,SUBJ
25160,ACC,N<,N<,ACC,SUB,STA
25161,N<,N<,P<,>N,ACC,SUB
25162,N<,P<,ADVL,ACC,>N,ACC
25163,P<,ADVL,>N,N<,ACC,>N
25164,ADVL,>N,P<,N<,N<,ACC
25165,>N,P<,PU,P<,N<,N<
25166,P<,PU,,ADVL,P<,N<
25167,PU,,,>N,ADVL,P<
25168,,,,P<,>N,ADVL
25169,STA,SUB,ACC,,,
25170,SUB,ACC,>N,SUBJ,,
25171,ACC,>N,ACC,STA,SUBJ,
25172,>N,ACC,N<,SUB,STA,SUBJ
25173,ACC,N<,N<,ACC,SUB,STA
25174,N<,N<,P<,>N,ACC,SUB
25175,N<,P<,ADVL,ACC,>N,ACC
25176,P<,ADVL,>N,N<,ACC,>N
25177,ADVL,>N,P<,N<,N<,ACC
25178,>N,P<,PU,P<,N<,N<
25179,P<,PU,,ADVL,P<,N<
25180,PU,,,>N,ADVL,P<
25181,,,,P<,>N,ADVL
25182,STA,MV,ACC,,,
25183,MV,ACC,N<,ADVL,,
25184,ACC,N<,PU,STA,ADVL,
25185,N<,PU,,MV,STA,ADVL
25186,PU,,,ACC,MV,STA
25187,,,,N<,ACC,MV
25188,SUB,ACC,MV,,,
25189,ACC,MV,SC,STA,,
25190,MV,SC,SC,SUB,STA,
25191,SC,SC,ADVL,ACC,SUB,STA
25192,SC,ADVL,>N,MV,ACC,SUB
25193,ADVL,>N,>N,SC,MV,ACC
25194,>N,>N,P<,SC,SC,MV
25195,>N,P<,N<,ADVL,SC,SC
25196,P<,N<,N<,>N,ADVL,SC
25197,N<,N<,PIV,>N,>N,ADVL
25198,N<,PIV,>A,P<,>N,>N
25199,PIV,>A,>N,N<,P<,>N
25200,>A,>N,P<,N<,N<,P<
25201,>N,P<,PU,PIV,N<,N<
25202,P<,PU,,>A,PIV,N<
25203,PU,,,>N,>A,PIV
25204,,,,P<,>N,>A
25205,SUB,ACC,MV,,,
25206,ACC,MV,SC,STA,,
25207,MV,SC,SC,SUB,STA,
25208,SC,SC,ADVL,ACC,SUB,STA
25209,SC,ADVL,>N,MV,ACC,SUB
25210,ADVL,>N,>N,SC,MV,ACC
25211,>N,>N,P<,SC,SC,MV
25212,>N,P<,N<,ADVL,SC,SC
25213,P<,N<,N<,>N,ADVL,SC
25214,N<,N<,PIV,>N,>N,ADVL
25215,N<,PIV,>A,P<,>N,>N
25216,PIV,>A,>N,N<,P<,>N
25217,>A,>N,P<,N<,N<,P<
25218,>N,P<,PU,PIV,N<,N<
25219,P<,PU,,>A,PIV,N<
25220,PU,,,>N,>A,PIV
25221,,,,P<,>N,>A
25222,SUBJ,N<,STA,,,
25223,N<,STA,ADVL,>N,,
25224,STA,ADVL,>N,SUBJ,>N,
25225,ADVL,>N,PU,N<,SUBJ,>N
25226,>N,PU,ACC,STA,N<,SUBJ
25227,PU,ACC,PU,ADVL,STA,N<
25228,ACC,PU,N<,>N,ADVL,STA
25229,PU,N<,>N,PU,>N,ADVL
25230,N<,>N,P<,ACC,PU,>N
25231,>N,P<,PU,PU,ACC,PU
25232,P<,PU,ADVL,N<,PU,ACC
25233,PU,ADVL,N<PRED,>N,N<,PU
25234,ADVL,N<PRED,P<,P<,>N,N<
25235,N<PRED,P<,PU,PU,P<,>N
25236,P<,PU,PU,ADVL,PU,P<
25237,PU,PU,ADVL,N<PRED,ADVL,PU
25238,PU,ADVL,>N,P<,N<PRED,ADVL
25239,ADVL,>N,P<,PU,P<,N<PRED
25240,>N,P<,N<,PU,PU,P<
25241,P<,N<,N<,ADVL,PU,PU
25242,N<,N<,P<,>N,ADVL,PU
25243,N<,P<,ACC,P<,>N,ADVL
25244,P<,ACC,PU,N<,P<,>N
25245,ACC,PU,PU,N<,N<,P<
25246,PU,PU,,P<,N<,N<
