,SHALLOW_CHUNKS
46894,B-VP
46895,B-NP
46896,I-NP
46897,O
46898,O
46899,B-VP
46900,B-NP
46901,I-NP
46902,B-PP
46903,I-PP
46904,I-PP
46905,B-NP
46906,I-NP
46907,I-NP
46908,I-NP
46909,B-PP
46910,I-PP
46911,I-PP
46912,O
46913,O
46914,B-VP
46915,B-VP
46916,B-NP
46917,I-NP
46918,B-PP
46919,I-PP
46920,I-PP
46921,I-PP
46922,O
46923,B-VP
46924,B-NP
46925,I-NP
46926,O
46927,O
46928,B-VP
46929,B-NP
46930,I-NP
46931,B-PP
46932,I-PP
46933,I-PP
46934,B-NP
46935,I-NP
46936,I-NP
46937,I-NP
46938,B-PP
46939,I-PP
46940,I-PP
46941,O
46942,B-ADVP
46943,O
46944,B-ADVP
46945,B-NP
46946,I-NP
46947,I-NP
46948,O
46949,B-NP
46950,O
46951,B-VP
46952,O
46953,B-NP
46954,I-NP
46955,B-PP
46956,I-PP
46957,I-PP
46958,O
46959,B-ADJP
46960,B-NP
46961,I-NP
46962,B-PP
46963,I-PP
46964,B-PP
46965,B-VP
46966,B-VP
46967,B-PP
46968,I-PP
46969,I-PP
46970,O
46971,B-ADVP
46972,O
46973,B-NP
46974,I-NP
46975,B-ADVP
46976,B-VP
46977,B-VP
46978,I-VP
46979,B-PP
46980,I-PP
46981,I-PP
46982,B-NP
46983,B-NP
46984,B-ADVP
46985,B-VP
46986,O
46987,B-NP
46988,B-VP
46989,B-NP
46990,I-NP
46991,B-PP
46992,I-PP
46993,I-PP
46994,B-NP
46995,B-VP
46996,O
46997,B-VP
46998,B-NP
46999,O
47000,B-NP
47001,I-NP
47002,O
47003,B-VP
47004,B-NP
47005,I-NP
47006,O
47007,B-VP
47008,B-NP
47009,I-NP
47010,I-NP
47011,O
47012,B-VP
47013,B-NP
47014,B-PP
47015,I-PP
47016,O
47017,B-NP
47018,I-NP
47019,I-NP
47020,O
47021,B-ADVP
47022,O
47023,B-NP
47024,I-NP
47025,B-ADVP
47026,B-VP
47027,B-VP
47028,I-VP
47029,B-PP
47030,I-PP
47031,I-PP
47032,B-NP
47033,B-NP
47034,B-ADVP
47035,B-VP
47036,O
47037,B-NP
47038,B-VP
47039,B-NP
47040,I-NP
47041,B-PP
47042,I-PP
47043,I-PP
47044,B-NP
47045,B-VP
47046,O
47047,B-VP
47048,B-NP
47049,O
47050,B-NP
47051,I-NP
47052,O
47053,B-VP
47054,B-NP
47055,I-NP
47056,O
47057,B-VP
47058,B-NP
47059,I-NP
47060,I-NP
47061,O
47062,B-VP
47063,B-NP
47064,B-PP
47065,I-PP
47066,O
47067,B-NP
47068,I-NP
47069,I-NP
47070,O
47071,B-ADVP
47072,O
47073,B-NP
47074,I-NP
47075,B-ADVP
47076,B-VP
47077,B-VP
47078,I-VP
47079,B-PP
47080,I-PP
47081,I-PP
47082,B-NP
47083,B-NP
47084,B-ADVP
47085,B-VP
47086,O
47087,B-NP
47088,B-VP
47089,B-NP
47090,I-NP
47091,B-PP
47092,I-PP
47093,I-PP
47094,B-NP
47095,B-VP
47096,O
47097,B-VP
47098,B-NP
47099,O
47100,B-NP
47101,I-NP
47102,O
47103,B-VP
47104,B-NP
47105,I-NP
47106,O
47107,B-VP
47108,B-NP
47109,I-NP
47110,I-NP
47111,O
47112,B-VP
47113,B-NP
47114,B-PP
47115,I-PP
47116,O
47117,B-NP
47118,I-NP
47119,I-NP
47120,O
47121,B-ADVP
47122,O
47123,B-NP
47124,I-NP
47125,B-ADVP
47126,B-VP
47127,B-VP
47128,I-VP
47129,B-PP
47130,I-PP
47131,I-PP
47132,B-NP
47133,B-NP
47134,B-ADVP
47135,B-VP
47136,O
47137,B-NP
47138,B-VP
47139,B-NP
47140,I-NP
47141,B-PP
47142,I-PP
47143,I-PP
47144,B-NP
47145,B-VP
47146,O
47147,B-VP
47148,B-NP
47149,O
47150,B-NP
47151,I-NP
47152,O
47153,B-VP
47154,B-NP
47155,I-NP
47156,O
47157,B-VP
47158,B-NP
47159,I-NP
47160,I-NP
47161,O
47162,B-VP
47163,B-NP
47164,B-PP
47165,I-PP
47166,O
47167,B-NP
47168,I-NP
47169,I-NP
47170,O
47171,B-ADVP
47172,O
47173,B-NP
47174,I-NP
47175,B-ADVP
47176,B-VP
47177,B-VP
47178,I-VP
47179,B-PP
47180,I-PP
47181,I-PP
47182,B-NP
47183,B-NP
47184,B-ADVP
47185,B-VP
47186,O
47187,B-NP
47188,B-VP
47189,B-NP
47190,I-NP
47191,B-PP
47192,I-PP
47193,I-PP
47194,B-NP
47195,B-VP
47196,O
47197,B-VP
47198,B-NP
47199,O
47200,B-NP
47201,I-NP
47202,O
47203,B-VP
47204,B-NP
47205,I-NP
47206,O
47207,B-VP
47208,B-NP
47209,I-NP
47210,I-NP
47211,O
47212,B-VP
47213,B-NP
47214,B-PP
47215,I-PP
47216,O
47217,B-NP
47218,I-NP
47219,I-NP
47220,O
47221,B-ADVP
47222,O
47223,B-NP
47224,I-NP
47225,B-ADVP
47226,B-VP
47227,B-VP
47228,I-VP
47229,B-PP
47230,I-PP
47231,I-PP
47232,B-NP
47233,B-NP
47234,B-ADVP
47235,B-VP
47236,O
47237,B-NP
47238,B-VP
47239,B-NP
47240,I-NP
47241,B-PP
47242,I-PP
47243,I-PP
47244,B-NP
47245,B-VP
47246,O
47247,B-VP
47248,B-NP
47249,O
47250,B-NP
47251,I-NP
47252,O
47253,B-VP
47254,B-NP
47255,I-NP
47256,O
47257,B-VP
47258,B-NP
47259,I-NP
47260,I-NP
47261,O
47262,B-VP
47263,B-NP
47264,B-PP
47265,I-PP
47266,O
47267,B-NP
47268,I-NP
47269,I-NP
47270,O
47271,B-ADVP
47272,O
47273,B-NP
47274,I-NP
47275,B-ADVP
47276,B-VP
47277,B-VP
47278,I-VP
47279,B-PP
47280,I-PP
47281,I-PP
47282,B-NP
47283,B-NP
47284,B-ADVP
47285,B-VP
47286,O
47287,B-NP
47288,B-VP
47289,B-NP
47290,I-NP
47291,B-PP
47292,I-PP
47293,I-PP
47294,B-NP
47295,B-VP
47296,O
47297,B-VP
47298,B-NP
47299,O
47300,B-NP
47301,I-NP
47302,O
47303,B-VP
47304,B-NP
47305,I-NP
47306,O
47307,B-VP
47308,B-NP
47309,I-NP
47310,I-NP
47311,O
47312,B-VP
47313,B-NP
47314,B-PP
47315,I-PP
47316,O
47317,B-NP
47318,I-NP
47319,I-NP
47320,O
47321,B-NP
47322,B-VP
47323,B-VP
47324,B-NP
47325,O
47326,B-NP
47327,B-PP
47328,B-VP
47329,B-NP
47330,I-NP
47331,B-PP
47332,I-PP
47333,I-PP
47334,I-PP
47335,I-PP
47336,B-PP
47337,I-PP
47338,I-PP
47339,I-PP
47340,I-PP
47341,I-PP
47342,O
47343,B-NP
47344,I-NP
47345,I-NP
47346,B-VP
47347,B-ADVP
47348,B-NP
47349,I-NP
47350,B-PP
47351,I-PP
47352,I-PP
47353,O
47354,B-PP
47355,B-VP
47356,B-NP
47357,I-NP
47358,B-PP
47359,I-PP
47360,I-PP
47361,I-PP
47362,I-PP
47363,B-PP
47364,I-PP
47365,I-PP
47366,I-PP
47367,I-PP
47368,I-PP
47369,O
47370,B-NP
47371,I-NP
47372,I-NP
47373,B-VP
47374,B-ADVP
47375,B-NP
47376,I-NP
47377,B-PP
47378,I-PP
47379,I-PP
47380,O
47381,B-NP
47382,O
47383,B-NP
47384,B-NP
47385,B-NP
47386,O
47387,B-NP
47388,B-NP
47389,B-VP
47390,B-VP
47391,B-PP
47392,I-PP
47393,I-PP
47394,I-PP
47395,I-PP
47396,I-PP
47397,B-NP
47398,B-VP
47399,I-VP
47400,O
47401,B-NP
47402,O
47403,B-NP
47404,B-NP
47405,B-NP
47406,O
47407,B-NP
47408,B-NP
47409,B-VP
47410,B-VP
47411,B-PP
47412,I-PP
47413,I-PP
47414,I-PP
47415,I-PP
47416,I-PP
47417,B-NP
47418,B-VP
47419,I-VP
47420,O
47421,B-ADVP
47422,B-PP
47423,I-PP
47424,I-PP
47425,I-PP
47426,I-PP
47427,I-PP
47428,I-PP
47429,I-PP
47430,B-NP
47431,B-VP
47432,B-NP
47433,B-PP
47434,I-PP
47435,I-PP
47436,O
47437,B-NP
47438,B-PP
47439,I-PP
47440,B-PP
47441,B-NP
47442,B-VP
47443,B-NP
47444,I-NP
47445,B-PP
47446,B-NP
47447,I-NP
47448,O
47449,B-NP
47450,I-NP
47451,B-PP
47452,I-PP
47453,O
47454,B-ADVP
47455,B-PP
47456,I-PP
47457,I-PP
47458,I-PP
47459,I-PP
47460,I-PP
47461,I-PP
47462,I-PP
47463,B-NP
47464,B-VP
47465,B-NP
47466,B-PP
47467,I-PP
47468,I-PP
47469,O
47470,B-NP
47471,B-PP
47472,I-PP
47473,B-PP
47474,B-NP
47475,B-VP
47476,B-NP
47477,I-NP
47478,B-PP
47479,B-NP
47480,I-NP
47481,O
47482,B-NP
47483,I-NP
47484,B-PP
47485,I-PP
47486,O
47487,B-NP
47488,B-VP
47489,B-VP
47490,B-VP
47491,B-PP
47492,I-PP
47493,B-NP
47494,B-VP
47495,B-VP
47496,B-VP
47497,B-PP
47498,I-PP
47499,O
47500,B-NP
47501,B-VP
47502,O
47503,O
47504,O
47505,B-VP
47506,B-NP
47507,I-NP
47508,I-NP
47509,I-NP
47510,I-NP
47511,I-NP
47512,B-PP
47513,I-PP
47514,I-PP
47515,I-PP
47516,I-PP
47517,I-PP
47518,I-PP
47519,I-PP
47520,I-PP
47521,B-ADVP
47522,B-VP
47523,B-ADVP
47524,B-NP
47525,I-NP
47526,I-NP
47527,I-NP
47528,I-NP
47529,B-PP
47530,I-PP
47531,I-PP
47532,I-PP
47533,I-PP
47534,I-PP
47535,O
47536,O
47537,B-NP
47538,B-VP
47539,O
47540,O
47541,O
47542,B-VP
47543,B-NP
47544,I-NP
47545,I-NP
47546,I-NP
47547,I-NP
47548,I-NP
47549,B-PP
47550,I-PP
47551,I-PP
47552,I-PP
47553,I-PP
47554,I-PP
47555,I-PP
47556,I-PP
47557,I-PP
47558,B-ADVP
47559,B-VP
47560,B-ADVP
47561,B-NP
47562,I-NP
47563,I-NP
47564,I-NP
47565,I-NP
47566,B-PP
47567,I-PP
47568,I-PP
47569,I-PP
47570,I-PP
47571,I-PP
47572,O
47573,B-NP
47574,B-ADVP
47575,B-VP
47576,O
47577,B-ADVP
47578,B-VP
47579,O
47580,O
47581,B-NP
47582,B-ADVP
47583,B-VP
47584,O
47585,B-ADVP
47586,B-VP
47587,O
47588,O
47589,B-NP
47590,B-VP
47591,O
47592,B-NP
47593,I-NP
47594,B-PP
47595,I-PP
47596,I-PP
47597,B-VP
47598,I-VP
47599,I-VP
47600,B-ADVP
47601,O
47602,B-NP
47603,I-NP
47604,B-PP
47605,I-PP
47606,O
47607,B-NP
47608,B-VP
47609,O
47610,B-NP
47611,I-NP
47612,B-PP
47613,I-PP
47614,I-PP
47615,B-VP
47616,I-VP
47617,I-VP
47618,B-ADVP
47619,O
47620,B-NP
47621,I-NP
47622,B-PP
47623,I-PP
47624,O
47625,B-PP
47626,I-PP
47627,I-PP
47628,I-PP
47629,O
47630,O
47631,B-NP
47632,I-NP
47633,B-PP
47634,I-PP
47635,O
47636,B-NP
47637,I-NP
47638,B-VP
47639,B-ADVP
47640,O
47641,B-PP
47642,I-PP
47643,I-PP
47644,I-PP
47645,O
47646,O
47647,B-NP
47648,B-VP
47649,B-VP
47650,B-NP
47651,B-PP
47652,I-PP
47653,I-PP
47654,I-PP
47655,B-PP
47656,I-PP
47657,I-PP
47658,O
47659,B-PP
47660,I-PP
47661,I-PP
47662,I-PP
47663,O
47664,O
47665,B-NP
47666,I-NP
47667,B-PP
47668,I-PP
47669,O
47670,B-NP
47671,I-NP
47672,B-VP
47673,B-ADVP
47674,O
47675,B-PP
47676,I-PP
47677,I-PP
47678,I-PP
47679,O
47680,O
47681,B-NP
47682,B-VP
47683,B-VP
47684,B-NP
47685,B-PP
47686,I-PP
47687,I-PP
47688,I-PP
47689,B-PP
47690,I-PP
47691,I-PP
47692,O
47693,B-NP
47694,I-NP
47695,I-NP
47696,I-NP
47697,B-NP
47698,B-NP
47699,I-NP
47700,B-VP
47701,B-ADVP
47702,B-PP
47703,I-PP
47704,I-PP
47705,B-NP
47706,B-VP
47707,B-NP
47708,I-NP
47709,I-NP
47710,B-PP
47711,I-PP
47712,O
47713,B-NP
47714,I-NP
47715,I-NP
47716,B-VP
47717,O
47718,B-PP
47719,I-PP
47720,O
47721,B-NP
47722,I-NP
47723,B-PP
47724,I-PP
47725,I-PP
47726,I-PP
47727,I-PP
47728,B-NP
47729,I-NP
47730,I-NP
47731,I-NP
47732,O
47733,B-NP
47734,I-NP
47735,I-NP
47736,I-NP
47737,I-NP
47738,I-NP
47739,B-NP
47740,B-VP
47741,B-PP
47742,I-PP
47743,O
47744,B-PP
47745,I-PP
47746,I-PP
47747,I-PP
47748,I-PP
47749,I-PP
47750,B-PP
47751,I-PP
47752,I-PP
47753,O
47754,B-PP
47755,I-PP
47756,O
47757,B-NP
47758,B-VP
47759,B-NP
47760,I-NP
47761,I-NP
47762,I-NP
47763,I-NP
47764,I-NP
47765,B-PP
47766,I-PP
47767,I-PP
47768,B-PP
47769,I-PP
47770,I-PP
47771,O
47772,B-NP
47773,B-VP
47774,B-PP
47775,B-VP
47776,B-NP
47777,I-NP
47778,B-NP
47779,B-VP
47780,B-PP
47781,B-VP
47782,B-NP
47783,I-NP
47784,B-NP
47785,I-NP
47786,I-NP
47787,I-NP
47788,B-PP
47789,I-PP
47790,I-PP
47791,B-NP
47792,B-PP
47793,I-PP
47794,I-PP
47795,I-PP
47796,B-NP
47797,B-VP
47798,B-NP
47799,B-PP
47800,I-PP
47801,O
47802,B-PP
47803,I-PP
47804,O
47805,B-NP
47806,B-NP
47807,B-VP
47808,B-PP
47809,I-PP
47810,I-PP
47811,I-PP
47812,I-PP
47813,O
47814,B-NP
47815,I-NP
47816,I-NP
47817,B-PP
47818,I-PP
47819,I-PP
47820,I-PP
47821,I-PP
47822,I-PP
47823,B-VP
47824,I-VP
47825,B-PP
47826,I-PP
47827,I-PP
47828,O
47829,O
47830,B-NP
47831,I-NP
47832,B-PP
47833,I-PP
47834,I-PP
47835,B-VP
47836,O
47837,O
47838,B-ADVP
47839,B-PP
47840,I-PP
47841,I-PP
47842,O
47843,B-NP
47844,I-NP
47845,B-VP
47846,I-VP
47847,B-NP
47848,I-NP
47849,O
47850,B-NP
47851,I-NP
47852,O
47853,B-NP
47854,I-NP
47855,O
47856,O
47857,B-VP
47858,B-NP
47859,I-NP
47860,I-NP
47861,I-NP
47862,I-NP
47863,I-NP
47864,I-NP
47865,I-NP
47866,O
47867,O
47868,B-NP
47869,I-NP
47870,B-PP
47871,I-PP
47872,I-PP
47873,B-VP
47874,O
47875,O
47876,B-ADVP
47877,B-PP
47878,I-PP
47879,I-PP
47880,O
47881,B-NP
47882,I-NP
47883,B-VP
47884,I-VP
47885,B-NP
47886,I-NP
47887,O
47888,B-NP
47889,I-NP
47890,O
47891,B-NP
47892,I-NP
47893,O
47894,O
47895,B-VP
47896,B-NP
47897,I-NP
47898,I-NP
47899,I-NP
47900,I-NP
47901,I-NP
47902,I-NP
47903,I-NP
47904,O
47905,O
47906,B-NP
47907,I-NP
47908,B-PP
47909,I-PP
47910,I-PP
47911,B-VP
47912,O
47913,O
47914,B-ADVP
47915,B-PP
47916,I-PP
47917,I-PP
47918,O
47919,B-NP
47920,I-NP
47921,B-VP
47922,I-VP
47923,B-NP
47924,I-NP
47925,O
47926,B-NP
47927,I-NP
47928,O
47929,B-NP
47930,I-NP
47931,O
47932,O
47933,B-VP
47934,B-NP
47935,I-NP
47936,I-NP
47937,I-NP
47938,I-NP
47939,I-NP
47940,I-NP
47941,I-NP
47942,O
47943,O
47944,B-VP
47945,B-NP
47946,B-NP
47947,B-ADVP
47948,I-ADVP
47949,B-VP
47950,O
47951,O
47952,B-VP
47953,B-NP
47954,B-NP
47955,B-ADVP
47956,I-ADVP
47957,B-VP
47958,O
47959,B-NP
47960,I-NP
47961,B-NP
47962,I-NP
47963,B-VP
47964,B-NP
47965,I-NP
47966,O
47967,B-NP
47968,B-VP
47969,I-VP
47970,O
47971,B-VP
47972,I-VP
47973,B-ADVP
47974,B-NP
47975,B-PP
47976,I-PP
47977,I-PP
47978,O
47979,B-PP
47980,I-PP
47981,I-PP
47982,I-PP
47983,I-PP
47984,I-PP
47985,I-PP
47986,O
47987,B-NP
47988,I-NP
47989,B-VP
47990,B-NP
47991,B-PP
47992,I-PP
47993,I-PP
47994,I-PP
47995,B-NP
47996,I-NP
47997,I-NP
47998,O
47999,B-VP
48000,B-NP
48001,I-NP
48002,O
48003,B-NP
48004,B-PP
48005,I-PP
48006,I-PP
48007,I-PP
48008,I-PP
48009,O
48010,B-PP
48011,I-PP
48012,I-PP
48013,I-PP
48014,I-PP
48015,I-PP
48016,I-PP
48017,O
48018,B-NP
48019,I-NP
48020,B-VP
48021,B-NP
48022,B-PP
48023,I-PP
48024,I-PP
48025,I-PP
48026,B-NP
48027,I-NP
48028,I-NP
48029,O
48030,B-VP
48031,B-NP
48032,I-NP
48033,O
48034,B-NP
48035,B-PP
48036,I-PP
48037,I-PP
48038,I-PP
48039,I-PP
48040,O
48041,B-NP
48042,I-NP
48043,I-NP
48044,B-VP
48045,I-VP
48046,B-PP
48047,I-PP
48048,I-PP
48049,O
48050,B-PP
48051,I-PP
48052,I-PP
48053,O
48054,B-NP
48055,I-NP
48056,B-PP
48057,I-PP
48058,I-PP
48059,I-PP
48060,B-VP
48061,B-PP
48062,I-PP
48063,I-PP
48064,I-PP
48065,I-PP
48066,I-PP
48067,O
48068,B-NP
48069,I-NP
48070,B-VP
48071,B-ADVP
48072,B-VP
48073,B-NP
48074,B-PP
48075,I-PP
48076,O
48077,B-NP
48078,I-NP
48079,B-VP
48080,B-ADVP
48081,B-VP
48082,B-NP
48083,B-PP
48084,I-PP
48085,O
48086,B-NP
48087,I-NP
48088,I-NP
48089,B-ADVP
48090,B-VP
48091,B-NP
48092,I-NP
48093,B-PP
48094,I-PP
48095,B-NP
48096,B-PP
48097,B-NP
48098,I-NP
48099,B-PP
48100,I-PP
48101,O
48102,B-NP
48103,I-NP
48104,O
48105,B-NP
48106,I-NP
48107,O
48108,B-NP
48109,I-NP
48110,O
48111,B-NP
48112,I-NP
48113,O
48114,B-NP
48115,B-PP
48116,I-PP
48117,I-PP
48118,O
48119,B-PP
48120,I-PP
48121,I-PP
48122,I-PP
48123,I-PP
48124,B-NP
48125,B-VP
48126,B-NP
48127,I-NP
48128,B-PP
48129,I-PP
48130,I-PP
48131,I-PP
48132,I-PP
48133,I-PP
48134,B-PP
48135,I-PP
48136,I-PP
48137,I-PP
48138,I-PP
48139,I-PP
48140,I-PP
48141,I-PP
48142,I-PP
48143,I-PP
48144,I-PP
48145,I-PP
48146,I-PP
48147,I-PP
48148,I-PP
48149,I-PP
48150,O
48151,B-VP
48152,B-PP
48153,I-PP
48154,I-PP
48155,O
48156,B-NP
48157,B-VP
48158,B-PP
48159,B-VP
48160,B-PP
48161,I-PP
48162,I-PP
48163,O
48164,B-VP
48165,B-PP
48166,I-PP
48167,I-PP
48168,O
48169,B-NP
48170,B-VP
48171,B-PP
48172,B-VP
48173,B-PP
48174,I-PP
48175,I-PP
48176,O
48177,O
48178,B-VP
48179,B-ADJP
48180,O
48181,B-NP
48182,B-VP
48183,B-NP
48184,I-NP
48185,I-NP
48186,I-NP
48187,I-NP
48188,B-VP
48189,O
48190,O
48191,B-VP
48192,B-PP
48193,I-PP
48194,B-PP
48195,O
48196,B-VP
48197,B-NP
48198,I-NP
48199,B-PP
48200,I-PP
48201,O
48202,O
48203,B-VP
48204,B-ADJP
48205,O
48206,B-NP
48207,B-VP
48208,B-NP
48209,I-NP
48210,I-NP
48211,I-NP
48212,I-NP
48213,B-VP
48214,O
48215,O
48216,B-VP
48217,B-PP
48218,I-PP
48219,B-PP
48220,O
48221,B-VP
48222,B-NP
48223,I-NP
48224,B-PP
48225,I-PP
48226,O
48227,O
48228,B-VP
48229,B-ADJP
48230,O
48231,B-NP
48232,B-VP
48233,B-NP
48234,I-NP
48235,I-NP
48236,I-NP
48237,I-NP
48238,B-VP
48239,O
48240,O
48241,B-VP
48242,B-PP
48243,I-PP
48244,B-PP
48245,O
48246,B-VP
48247,B-NP
48248,I-NP
48249,B-PP
48250,I-PP
48251,O
48252,B-VP
48253,B-NP
48254,I-NP
48255,O
48256,B-NP
48257,I-NP
48258,B-PP
48259,I-PP
48260,I-PP
48261,O
48262,O
48263,B-VP
48264,B-PP
48265,I-PP
48266,I-PP
48267,B-VP
48268,B-NP
48269,I-NP
48270,B-PP
48271,I-PP
48272,I-PP
48273,O
48274,B-VP
48275,B-NP
48276,I-NP
48277,O
48278,B-NP
48279,I-NP
48280,B-PP
48281,I-PP
48282,I-PP
48283,O
48284,O
48285,B-VP
48286,B-PP
48287,I-PP
48288,I-PP
48289,B-VP
48290,B-NP
48291,I-NP
48292,B-PP
48293,I-PP
48294,I-PP
48295,O
48296,B-NP
48297,B-VP
48298,B-NP
48299,I-NP
48300,O
48301,B-NP
48302,B-VP
48303,O
48304,B-NP
48305,B-NP
48306,B-VP
48307,B-NP
48308,I-NP
48309,B-PP
48310,I-PP
48311,O
48312,B-PP
48313,I-PP
48314,I-PP
48315,I-PP
48316,O
48317,B-NP
48318,I-NP
48319,I-NP
48320,B-VP
48321,B-NP
48322,I-NP
48323,B-PP
48324,I-PP
48325,I-PP
48326,I-PP
48327,O
48328,B-PP
48329,B-NP
48330,I-NP
48331,B-PP
48332,I-PP
48333,O
48334,B-NP
48335,I-NP
48336,B-VP
48337,B-PP
48338,B-NP
48339,I-NP
48340,O
48341,B-ADJP
48342,O
48343,B-VP
48344,B-NP
48345,I-NP
48346,B-PP
48347,I-PP
48348,I-PP
48349,I-PP
48350,I-PP
48351,I-PP
48352,I-PP
48353,O
48354,B-PP
48355,I-PP
48356,I-PP
48357,I-PP
48358,I-PP
48359,I-PP
48360,B-PP
48361,I-PP
48362,B-VP
48363,B-NP
48364,I-NP
48365,B-PP
48366,I-PP
48367,I-PP
48368,B-PP
48369,I-PP
48370,I-PP
48371,O
48372,B-VP
48373,B-NP
48374,I-NP
48375,I-NP
48376,B-PP
48377,I-PP
48378,O
48379,B-VP
48380,B-PP
48381,I-PP
48382,O
48383,O
48384,B-VP
48385,B-ADJP
48386,B-PP
48387,I-PP
48388,I-PP
48389,I-PP
48390,B-NP
48391,O
48392,B-NP
48393,O
48394,B-PP
48395,I-PP
48396,I-PP
48397,I-PP
48398,I-PP
48399,I-PP
48400,B-PP
48401,I-PP
48402,B-VP
48403,B-NP
48404,I-NP
48405,B-PP
48406,I-PP
48407,I-PP
48408,B-PP
48409,I-PP
48410,I-PP
48411,O
48412,B-VP
48413,B-NP
48414,I-NP
48415,I-NP
48416,B-PP
48417,I-PP
48418,O
48419,B-VP
48420,B-PP
48421,I-PP
48422,O
48423,O
48424,B-VP
48425,B-ADJP
48426,B-PP
48427,I-PP
48428,I-PP
48429,I-PP
48430,B-NP
48431,O
48432,B-NP
48433,O
48434,B-PP
48435,I-PP
48436,I-PP
48437,I-PP
48438,I-PP
48439,I-PP
48440,B-PP
48441,I-PP
48442,B-VP
48443,B-NP
48444,I-NP
48445,B-PP
48446,I-PP
48447,I-PP
48448,B-PP
48449,I-PP
48450,I-PP
48451,O
48452,B-VP
48453,B-NP
48454,I-NP
48455,I-NP
48456,B-PP
48457,I-PP
48458,O
48459,B-VP
48460,B-PP
48461,I-PP
48462,O
48463,O
48464,B-VP
48465,B-ADJP
48466,B-PP
48467,I-PP
48468,I-PP
48469,I-PP
48470,B-NP
48471,O
48472,B-NP
48473,O
48474,B-PP
48475,I-PP
48476,I-PP
48477,I-PP
48478,I-PP
48479,I-PP
48480,B-PP
48481,I-PP
48482,B-VP
48483,B-NP
48484,I-NP
48485,B-PP
48486,I-PP
48487,I-PP
48488,B-PP
48489,I-PP
48490,I-PP
48491,O
48492,B-VP
48493,B-NP
48494,I-NP
48495,I-NP
48496,B-PP
48497,I-PP
48498,O
48499,B-VP
48500,B-PP
48501,I-PP
48502,O
48503,O
48504,B-VP
48505,B-ADJP
48506,B-PP
48507,I-PP
48508,I-PP
48509,I-PP
48510,B-NP
48511,O
48512,B-NP
48513,O
48514,B-NP
48515,I-NP
48516,B-VP
48517,B-NP
48518,I-NP
48519,O
48520,B-NP
48521,I-NP
48522,B-VP
48523,B-PP
48524,I-PP
48525,I-PP
48526,I-PP
48527,O
48528,B-NP
48529,I-NP
48530,B-VP
48531,B-NP
48532,I-NP
48533,O
48534,B-NP
48535,I-NP
48536,B-VP
48537,B-PP
48538,I-PP
48539,I-PP
48540,I-PP
48541,O
48542,B-NP
48543,I-NP
48544,B-VP
48545,B-NP
48546,I-NP
48547,B-VP
48548,O
48549,B-NP
48550,I-NP
48551,B-VP
48552,B-NP
48553,I-NP
48554,B-VP
48555,O
48556,B-PP
48557,I-PP
48558,B-VP
48559,B-NP
48560,I-NP
48561,B-PP
48562,I-PP
48563,I-PP
48564,O
48565,B-NP
48566,B-ADVP
48567,B-VP
48568,B-NP
48569,O
48570,B-PP
48571,I-PP
48572,B-VP
48573,B-NP
48574,I-NP
48575,B-PP
48576,I-PP
48577,I-PP
48578,O
48579,B-NP
48580,B-ADVP
48581,B-VP
48582,B-NP
48583,O
48584,B-PP
48585,I-PP
48586,I-PP
48587,I-PP
48588,I-PP
48589,I-PP
48590,O
48591,B-NP
48592,B-VP
48593,I-VP
48594,B-PP
48595,I-PP
48596,I-PP
48597,I-PP
48598,O
48599,B-PP
48600,I-PP
48601,I-PP
48602,B-NP
48603,B-VP
48604,B-PP
48605,I-PP
48606,I-PP
48607,B-PP
48608,B-VP
48609,B-NP
48610,I-NP
48611,I-NP
48612,O
48613,B-PP
48614,I-PP
48615,I-PP
48616,I-PP
48617,I-PP
48618,I-PP
48619,O
48620,B-NP
48621,B-VP
48622,I-VP
48623,B-PP
48624,I-PP
48625,I-PP
48626,I-PP
48627,O
48628,B-PP
48629,I-PP
48630,I-PP
48631,B-NP
48632,B-VP
48633,B-PP
48634,I-PP
48635,I-PP
48636,B-PP
48637,B-VP
48638,B-NP
48639,I-NP
48640,I-NP
48641,O
48642,B-PP
48643,I-PP
48644,I-PP
48645,I-PP
48646,I-PP
48647,I-PP
48648,O
48649,B-NP
48650,B-VP
48651,I-VP
48652,B-PP
48653,I-PP
48654,I-PP
48655,I-PP
48656,O
48657,B-PP
48658,I-PP
48659,I-PP
48660,B-NP
48661,B-VP
48662,B-PP
48663,I-PP
48664,I-PP
48665,B-PP
48666,B-VP
48667,B-NP
48668,I-NP
48669,I-NP
48670,O
48671,B-PP
48672,I-PP
48673,I-PP
48674,O
48675,B-NP
48676,I-NP
48677,B-VP
48678,B-PP
48679,B-NP
48680,I-NP
48681,B-PP
48682,I-PP
48683,O
48684,O
48685,B-NP
48686,B-VP
48687,B-NP
48688,I-NP
48689,O
48690,O
48691,B-NP
48692,I-NP
48693,I-NP
48694,B-PP
48695,I-PP
48696,I-PP
48697,I-PP
48698,I-PP
48699,O
48700,B-NP
48701,B-VP
48702,O
48703,B-ADVP
48704,B-VP
48705,B-NP
48706,I-NP
48707,B-PP
48708,I-PP
48709,O
48710,O
48711,B-NP
48712,I-NP
48713,B-VP
48714,B-VP
48715,B-PP
48716,I-PP
48717,O
48718,B-NP
48719,B-VP
48720,O
48721,B-ADVP
48722,B-VP
48723,B-NP
48724,I-NP
48725,B-PP
48726,I-PP
48727,O
48728,O
48729,B-NP
48730,I-NP
48731,B-VP
48732,B-VP
48733,B-PP
48734,I-PP
